nfl_player_id,nfl_last_name,nfl_player_name,nfl_full_name,nfl_first_name,nfl_position,first_season,nfl_height,nfl_weight,nfl_forty,nfl_bench,nfl_vertical,nfl_broad_jump,nfl_cone,nfl_shuttle,epa_per_play_career,target_share_career,ppr_points_career,ppr_ppg_career,epa_per_play_year_1,target_share_year_1,ppr_points_year_1,ppr_ppg_year_1,epa_per_play_year_2,target_share_year_2,ppr_points_year_2,ppr_ppg_year_2,epa_per_play_first_2,target_share_first_2,ppr_points_first_2,ppr_ppg_first_2,epa_per_play_first_3,target_share_first_3,ppr_points_first_3,ppr_ppg_first_3,epa_per_play_first_4,target_share_first_4,ppr_points_first_4,ppr_ppg_first_4,top_5_finishes,top_12_finishes,top_24_finishes,top_36_finishes
00-0023459,Rodgers,A.Rodgers,Aaron Rodgers,Aaron,QB,2005,6-2,223,4.71,NA,34.5,110,7.38,NA,-2.0319598843343556,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0024243,Lewis,M.Lewis,Marcedes Lewis,Marcedes,TE,2006,6-6,261,4.8,23,37,118,7.24,4.82,0,0.010845986984815618,12.9,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0026158,Flacco,J.Flacco,Joe Flacco,Joseph,QB,2008,6-6,236,4.84,NA,28.5,110,6.82,4.27,-1.6075871609025776,0,100.84,20.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0026293,Slater,NA,Matt Slater,Matthew,WR,2008,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0026300,Johnson,NA,Josh Johnson,Joshua,QB,2008,6-3,213,4.53,NA,33.5,110,7.56,4.42,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0026498,Stafford,M.Stafford,Matthew Stafford,John,QB,2009,6-2,225,4.81,NA,30.5,107,7.06,4.47,55.03210787712951,0,243.1,16.206666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0026625,Hoyer,B.Hoyer,Brian Hoyer,Brian,QB,2009,6-2,215,5.02,NA,32,109,7.1,4.42,-8.780772753364403,0,4.94,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0027688,McCoy,NA,Colt McCoy,Daniel,QB,2010,6-1,216,4.79,NA,NA,114,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0027696,Graham,J.Graham,Jimmy Graham,Jimmy,TE,2010,6-6,260,4.53,NA,38.5,120,6.9,4.45,0,0.01263537906137184,33.9,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0027944,Jones,J.Jones,Julio Jones,Quintorris,WR,2011,6-3,220,4.34,17,38.5,135,6.66,4.25,0,0.03048780487804878,33.1,3.442857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0027948,Gabbert,B.Gabbert,Blaine Gabbert,Blaine,QB,2011,6-4,234,4.61,NA,33.5,120,6.84,4.26,-6.706045397208072,0,-2.86,-2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0027973,Dalton,A.Dalton,Andy Dalton,Andrew,QB,2011,6-2,215,4.83,NA,29.5,106,6.93,4.27,4.548329591227218,0,23.64,11.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0028002,Cobb,R.Cobb,Randall Cobb,Randall,WR,2011,5-10,191,4.46,16,33.5,115,7.08,4.34,0,0.029357798165137616,15.5,1.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0028063,Jones,NA,Taiwan Jones,Taiwan,RB,2011,6-0,194,4.33,13,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0028118,Taylor,T.Taylor,Tyrod Taylor,Tyrod,QB,2011,6-1,217,4.47,NA,37.5,126,6.78,4.09,-7.43453287602123,0,69.66,7.739999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0028986,Keenum,C.Keenum,Case Keenum,Casey,QB,2012,6-1,208,4.72,NA,32.5,103,NA,NA,-20.65132938160174,0,9.74,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0029000,Beasley,NA,Cole Beasley,Cole,WR,2012,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0029239,Bolden,B.Bolden,Brandon Bolden,Brandon,RB,2012,5-11,222,4.55,21,38,119,6.96,4.44,0,0,11.1,3.6999999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0029263,Wilson,R.Wilson,Russell Wilson,Russell,QB,2012,5-11,204,4.53,NA,34,118,6.97,4.09,-16.336197524169005,0,256.90000000000003,17.12666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1
00-0029293,Jones,M.Jones,Marvin Jones,Marvin,WR,2012,6-2,199,4.46,22,33,112,6.81,4.11,0,0.01841620626151013,6.5,0.37500000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0029604,Cousins,K.Cousins,Kirk Cousins,Kirk,QB,2012,6-3,214,4.84,NA,28.5,109,7.05,4.5,37.10304547110406,0,149.74,18.7175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0029701,Tannehill,R.Tannehill,Ryan Tannehill,Ryan,QB,2012,6-4,221,4.65,NA,NA,NA,NA,NA,-23.747592291389996,0,67.62,8.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0029892,Juszczyk,K.Juszczyk,Kyle Juszczyk,Kyle,RB,2013,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03811659192825112,38.5,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0030035,Thielen,A.Thielen,Adam Thielen,Adam,WR,2013,NA,NA,NA,NA,NA,NA,NA,NA,0,0.25968992248062017,227.8,7.925000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0030061,Ertz,NA,Zach Ertz,Zachary,TE,2013,6-5,249,4.76,24,30.5,111,7.08,4.47,0,0.07918968692449356,51.7,3.0875000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0030068,Goodwin,M.Goodwin,Marquise Goodwin,Marquise,WR,2013,5-9,183,4.27,13,NA,132,NA,NA,0,0.022727272727272728,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0030279,Allen,K.Allen,Keenan Allen,Keenan,WR,2013,6-2,206,4.58,NA,NA,NA,NA,NA,3.514876914501656,0.26362038664323373,278.86,13.143076923076924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
00-0030431,Woods,R.Woods,Robert Woods,Robert,WR,2013,6-0,201,4.51,14,33.5,117,7.15,4.47,0,0.1388888888888889,89.3,3.7923076923076926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0030506,Kelce,T.Kelce,Travis Kelce,Travis,TE,2013,6-5,255,4.63,NA,NA,NA,NA,NA,0,0.21228070175438596,219.4,8.426666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
00-0030513,Murray,L.Murray,Latavius Murray,Latavius,RB,2013,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04330708661417323,82.9,4.3933333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0030533,Barkley,M.Barkley,Matt Barkley,Matthew,QB,2013,6-2,227,4.91,NA,NA,NA,NA,NA,0,0,-0.30000000000000004,-0.30000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0030564,Hopkins,D.Hopkins,DeAndre Hopkins,DeAndre,WR,2013,6-1,214,4.57,15,36,115,NA,4.5,0,0.2809734513274336,206,8.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
00-0030565,Smith,G.Smith,Geno Smith,Eugene,QB,2013,6-2,218,4.58,NA,33.5,124,NA,NA,26.785689627816062,0.0019193857965451055,206.9,14.707142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0030578,Patterson,C.Patterson,Cordarrelle Patterson,Cordarrelle,RB,2013,6-2,216,4.42,NA,37,128,NA,NA,0,0.02531645569620253,34.9,2.354545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0030663,Snead,W.Snead,Willie Snead,Willie,WR,2014,5-11,195,4.62,11,33.5,113,7.19,4.39,0,0.006726457399103139,3.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0030874,Williams,D.Williams,Damien Williams,Damien,RB,2014,5-11,222,4.45,16,35.5,121,7.37,4.25,0,0.003913894324853229,7.5,1.8333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0030968,Smith,K.Smith,Keith Smith,Alton,RB,2014,NA,NA,NA,NA,NA,NA,NA,NA,0,0.006329113924050633,6.300000000000001,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031235,Beckham,O.Beckham,Odell Beckham Jr.,Odell,WR,2014,5-11,198,4.38,7,38.5,122,6.69,3.94,0,0.14222222222222222,107.50000000000001,5.178571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0031236,Cooks,B.Cooks,Brandin Cooks,Brandin,WR,2014,5-10,189,4.33,16,36,120,6.76,3.81,0,0.12920353982300886,157,7.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0031237,Bridgewater,T.Bridgewater,Teddy Bridgewater,Theodore,QB,2014,6-2,214,NA,NA,30,113,7.17,4.2,0,0,-0.2,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031260,Thomas,L.Thomas,Logan Thomas,Logan,TE,2014,6-6,248,4.61,NA,35.5,118,7.05,4.18,0,0.13263525305410123,124.9,4.7266666666666675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0031280,Carr,D.Carr,Derek Carr,Derek,QB,2014,6-2,214,4.69,NA,34.5,110,NA,4.2,10.940311161637194,0,213.96,13.3725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0031288,McCarron,A.McCarron,AJ McCarron,Raymond,QB,2014,6-3,220,4.94,NA,28,99,7.18,4.34,-1.6931319367140532,0,-0.04,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031299,Matthews,NA,Jordan Matthews,Jordan,TE,2014,6-3,212,4.46,21,35.5,120,6.95,4.18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031345,Garoppolo,J.Garoppolo,Jimmy Garoppolo,James,QB,2014,6-2,226,4.97,NA,30.5,110,7.04,4.26,-17.02653238559449,0,64.1,10.683333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031373,Bryant,NA,Martavis Bryant,Martavis,WR,2014,6-4,211,4.42,16,39,124,7.18,4.15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031376,McKinnon,J.McKinnon,Jerick McKinnon,Jerick,RB,2014,5-9,209,4.41,32,40.5,132,6.83,4.12,1.1053474548389204,0.056140350877192984,84.36,4.946666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0031381,Adams,D.Adams,Davante Adams,Davante,WR,2014,6-1,212,4.56,14,39.5,123,6.82,4.3,0,0.33134920634920634,249.8,9.4875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0031408,Evans,M.Evans,Mike Evans,Mike,WR,2014,6-5,231,4.53,12,37,NA,7.08,4.26,0,0.2466281310211946,277.3,12.58125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1
00-0031428,Robinson,A.Robinson,Allen Robinson,Allen,WR,2014,6-3,220,4.6,NA,39,127,7,4,0,0.10344827586206896,62,2.0000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0031484,Manhertz,C.Manhertz,Chris Manhertz,Chris,TE,2015,NA,NA,NA,NA,NA,NA,NA,NA,0,0.008988764044943821,3.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031503,Winston,J.Winston,Jameis Winston,Jameis,QB,2015,6-4,231,4.97,NA,28.5,103,7.16,4.36,-9.789019574831215,0,11.959999999999999,1.9933333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031544,Cooper,A.Cooper,Amari Cooper,Amari,WR,2015,6-1,211,4.42,NA,33,120,6.71,3.98,0,0.22377622377622378,227,10.333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0031547,Parker,D.Parker,DeVante Parker,DeVante,WR,2015,6-3,209,4.45,17,36.5,125,NA,NA,0,0.099609375,70.8,3.233333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0031549,Agholor,N.Agholor,Nelson Agholor,Nelson,WR,2015,6-0,198,4.42,12,NA,NA,NA,NA,0,0.08888888888888889,88.2,3.8800000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0031585,Pruitt,M.Pruitt,MyCole Pruitt,MyCole,TE,2015,6-2,251,4.58,17,38,118,7.25,4.37,0,0.023206751054852322,23.3,1.9125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031588,Diggs,S.Diggs,Stefon Diggs,Stefon,WR,2015,6-0,195,4.46,NA,35,115,7.03,4.32,0,0.2992125984251969,258.1,9.881250000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0031595,Burton,M.Burton,Michael Burton,Michael,RB,2015,NA,NA,NA,NA,NA,NA,NA,NA,0,0.006741573033707865,6.7,0.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031610,Waller,D.Waller,Darren Waller,Darren,TE,2015,6-6,238,4.46,12,37,125,7.07,4.25,0,0.15011037527593818,103.7,5.154545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0031687,Mostert,R.Mostert,Raheem Mostert,Dominique,RB,2015,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06130268199233716,267.7,16.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
00-0031690,Tomlinson,NA,Eric Tomlinson,Eric,TE,2015,6-6,263,4.98,19,30.5,110,7.46,4.54,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031763,Carter,D.Carter,DeAndre Carter,DeAndre,WR,2015,NA,NA,NA,NA,NA,NA,NA,NA,0,0.011904761904761904,8.4,0.7714285714285715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031800,Heinicke,T.Heinicke,Taylor Heinicke,Taylor,QB,2015,NA,NA,NA,NA,NA,NA,NA,NA,-1.6432791084098848,0,66,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031868,Byrd,NA,Damiere Byrd,Damiere,WR,2015,NA,NA,NA,NA,NA,NA,NA,NA,0,0.003703703703703704,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0031941,Crowder,J.Crowder,Jamison Crowder,Jamison,WR,2015,5-8,185,4.56,10,37,115,7.17,4.32,0,0.03315881326352531,36.1,3.516666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032009,Humphries,NA,Adam Humphries,Adam,WR,2015,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032054,Perriman,NA,Breshad Perriman,Breshad,WR,2015,6-2,212,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032062,Bell,B.Bell,Blake Bell,Blake,TE,2015,6-6,252,4.8,14,33,116,6.85,4.32,0,0.012280701754385965,10.299999999999999,1.2600000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032104,Abdullah,A.Abdullah,Ameer Abdullah,Ameer,RB,2015,5-9,205,4.6,24,42.5,130,6.79,3.95,0,0.04563492063492063,39.300000000000004,1.4200000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0032128,Conley,NA,Chris Conley,Christian,WR,2015,6-2,213,4.35,18,45,139,7.06,4.3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032134,Uzomah,C.Uzomah,C.J. Uzomah,Christopher,TE,2015,NA,NA,NA,NA,NA,NA,NA,NA,0,0.022018348623853212,19.8,1.6857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032135,James,NA,Jesse James,Jesse,TE,2015,6-7,261,4.83,26,37.5,121,7.53,4.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032141,Swaim,G.Swaim,Geoff Swaim,Geoffrey,TE,2015,NA,NA,NA,NA,NA,NA,NA,NA,0,0.021526418786692758,19.4,1.342857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032144,Gordon,M.Gordon,Melvin Gordon,Melvin,RB,2015,6-1,215,4.52,19,35,126,7.04,4.07,0,0.006666666666666667,19.9,5.633333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032156,Siemian,T.Siemian,Trevor Siemian,Trevor,QB,2015,NA,NA,NA,NA,NA,NA,NA,NA,-43.5870726443116,0,24.060000000000002,6.015000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032200,Montgomery,T.Montgomery,Ty Montgomery,Ty,WR,2015,6-0,221,4.55,NA,40.5,121,6.97,4.21,0,0.0234375,9.9,0.7000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032208,Dorsett,P.Dorsett,Phillip Dorsett,Phillip,WR,2015,5-10,185,4.33,13,37,122,6.7,4.11,0,0.006741573033707865,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032211,Lockett,T.Lockett,Tyler Lockett,Tyler,WR,2015,5-10,182,4.4,NA,35.5,121,6.89,4.07,0,0.22648752399232247,185.3,6.76875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0032214,Kroft,NA,Tyler Kroft,Tyler,TE,2015,6-5,246,4.75,17,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032245,Mannion,NA,Sean Mannion,Sean,QB,2015,6-6,229,5.14,NA,31,105,7.29,4.39,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032268,Mariota,M.Mariota,Marcus Mariota,Marcus,QB,2015,6-4,222,4.52,NA,36,121,6.87,4.11,-0.3476434804033488,0,1.2400000000000002,1.2400000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032385,Shepard,S.Shepard,Sterling Shepard,Sterling,WR,2016,5-10,194,4.48,20,41,123,7,4.35,0,0.037527593818984545,16.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032392,Hooper,A.Hooper,Austin Hooper,Austin,TE,2016,6-4,254,4.72,19,33,117,7,4.32,0,0.051587301587301584,40.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0032394,Vannett,NA,Nick Vannett,Nicholas,TE,2016,6-6,257,4.76,17,30.5,111,7.05,4.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032398,Moore,C.Moore,Chris Moore,Christopher,WR,2016,6-1,206,4.53,10,37,130,6.76,4.2,0,0.06858407079646017,62.300000000000004,3.092857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0032434,Allen,NA,Brandon Allen,Brandon,QB,2016,6-1,217,4.84,NA,28,110,7.06,4.33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032436,Driskel,NA,Jeff Driskel,Jeffrey,QB,2016,6-4,234,4.56,NA,32,122,7.19,4.25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032450,Washington,NA,Dwayne Washington,Dwayne,RB,2016,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032464,Raymond,K.Raymond,Kalif Raymond,Kalif,WR,2016,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07734806629834254,90.4,3.5875000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0032543,Erickson,A.Erickson,Alex Erickson,Alex,WR,2016,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0421792618629174,40.300000000000004,3.757142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
