nfl_player_id,nfl_last_name,nfl_player_name,nfl_full_name,nfl_first_name,nfl_position,first_season,nfl_height,nfl_weight,nfl_forty,nfl_bench,nfl_vertical,nfl_broad_jump,nfl_cone,nfl_shuttle,epa_per_play_career,target_share_career,ppr_points_career,ppr_ppg_career,epa_per_play_year_1,target_share_year_1,ppr_points_year_1,ppr_ppg_year_1,epa_per_play_year_2,target_share_year_2,ppr_points_year_2,ppr_ppg_year_2,epa_per_play_first_2,target_share_first_2,ppr_points_first_2,ppr_ppg_first_2,epa_per_play_first_3,target_share_first_3,ppr_points_first_3,ppr_ppg_first_3,epa_per_play_first_4,target_share_first_4,ppr_points_first_4,ppr_ppg_first_4,top_5_finishes,top_12_finishes,top_24_finishes,top_36_finishes
00-0034981,Moreau,F.Moreau,Foster Moreau,Foster,TE,2019,6-4,253,4.66,22,36.5,121,7.16,4.11,0,0.04332129963898917,45,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0034983,Renfrow,H.Renfrow,Hunter Renfrow,Hunter,WR,2019,5-10,184,4.59,7,35,116,6.8,4.19,0,0.07341269841269842,48.5,1.807692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0034988,Smith,NA,Kaden Smith,Kaden,TE,2019,6-5,255,4.92,15,32,108,7.08,4.47,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035021,Dulin,NA,Ashton Dulin,Ashton,WR,2019,6-1,215,4.43,13,38,121,7,4.22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035022,Hart,NA,Penny Hart,Penny,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035039,Carlson,NA,Stephen Carlson,Stephen,TE,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035040,Blough,NA,David Blough,David,QB,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035045,Montgomery,D.Montgomery,D.J. Montgomery,Dewery,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.015296367112810707,14.600000000000001,5.800000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035099,Blasingame,K.Blasingame,Khari Blasingame,Khari,RB,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.013015184381778741,5.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035100,Browning,J.Browning,Jake Browning,Jake,QB,2019,6-2,211,4.74,NA,29,112,7.19,4.44,19.795854263661237,0.0017730496453900709,126.39999999999999,15.674999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035101,Davis,NA,Davion Davis,Davion,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035102,Dillon,NA,Brandon Dillon,Brandon,TE,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035120,Doss,K.Doss,Keelan Doss,Keelan,WR,2019,6-2,211,NA,8,NA,NA,NA,NA,0,0.014059753954305799,7.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035125,Ingold,A.Ingold,Alec Ingold,Alec,RB,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03065134099616858,24.9,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035126,Wesley,NA,Antoine Wesley,Antoine,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035140,Hardman,M.Hardman,Mecole Hardman,Mecole,WR,2019,5-10,187,4.33,17,36.5,119,NA,NA,0,0.02280701754385965,14,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035146,McSorley,NA,Trace McSorley,Trace,QB,2019,6-0,202,4.57,NA,33,115,7.09,4.12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035148,Thompson,NA,Darwin Thompson,Darwin,RB,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035164,Thompson,C.Thompson,Cody Thompson,Cody,WR,2019,6-1,205,4.57,19,38.5,119,6.87,4.03,0,0.0019193857965451055,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035181,Shepherd,NA,Darrius Shepherd,Darrius,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035184,Ozigbo,D.Ozigbo,Devine Ozigbo,Devine,RB,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.001841620626151013,2.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035187,Walter,NA,Austin Walter,Austin,RB,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035208,Zaccheaus,O.Zaccheaus,Olamide Zaccheaus,Olamide,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.032520325203252036,34.4,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035215,Harty,D.Harty,Deonte Harty,Deonte,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03937007874015748,33.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035216,Johnson,D.Johnson,Diontae Johnson,Diontae,WR,2019,5-10,183,4.53,15,33.5,123,7.09,4.45,0,0.17672413793103448,133.8,7.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035217,Snell,NA,Benny Snell,Benny,RB,2019,5-10,224,4.66,16,29.5,119,7.07,4.33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035222,Gentry,NA,Zach Gentry,Zach,TE,2019,6-8,265,4.9,12,29.5,110,7.4,4.53,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035228,Murray,K.Murray,Kyler Murray,Kyler,QB,2019,5-10,207,NA,NA,NA,NA,NA,NA,-27.57599982967283,0,128.58,18.368571428571432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035229,Hockenson,T.Hockenson,T.J. Hockenson,Thomas,TE,2019,6-5,251,4.7,17,37.5,123,7.02,4.18,0,0.2255772646536412,219,8.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
00-0035243,Sanders,M.Sanders,Miles Sanders,Miles,RB,2019,5-11,211,4.49,20,36,124,6.89,4.19,0,0.07945736434108527,85.8,3.9200000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035246,Arcega-Whiteside,NA,J.J. Arcega-Whiteside,Jose Joaquin,WR,2019,6-2,225,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035249,Oliver,J.Oliver,Josh Oliver,Josh,TE,2019,6-5,249,4.63,22,34,117,7.21,4.47,0,0.04440497335701599,48.2,2.5636363636363635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035250,Singletary,D.Singletary,Devin Singletary,Devin,RB,2019,5-7,203,4.66,15,35,117,7.32,4.4,1.8422965880599804,0.06851851851851852,153.84,7.8025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
00-0035251,Grier,NA,Will Grier,Will,QB,2019,6-2,217,4.84,NA,34,112,7.09,4.28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035259,Wesco,T.Wesco,Trevon Wesco,Trevon,TE,2019,6-3,267,4.89,24,31,117,7.18,4.38,0,0.00663716814159292,3.1,0.7000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035261,Pollard,T.Pollard,Tony Pollard,Tony,RB,2019,6-0,210,4.52,13,35,121,NA,NA,0,0.11504424778761062,206,9.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0035264,Stidham,J.Stidham,Jarrett Stidham,Jarrett,QB,2019,6-2,218,4.81,NA,31,110,7.28,4.33,4.700232412085761,0,13.56,13.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035273,Ollison,NA,Qadree Ollison,Qadree,RB,2019,6-1,228,4.58,19,29.5,114,7.53,4.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035282,Stick,E.Stick,Easton Stick,Easton,QB,2019,6-1,224,4.62,NA,33.5,118,6.65,4.05,-18.825635870211944,0,51.540000000000006,12.885000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035287,Johnson,NA,KeeSean Johnson,KeeSean,WR,2019,6-1,201,4.6,14,30,117,7.28,4.23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035289,Minshew,G.Minshew,Gardner Minshew,Gardner,QB,2019,6-1,225,4.97,NA,33.5,116,7.14,4.45,-1.1859494291563593,0,187.66,12.510666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0035291,Williams,T.Williams,Trayveon Williams,Trayveon,RB,2019,5-8,206,4.51,19,33,121,7.44,4.44,0,0.015957446808510637,15.1,0.6230769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035298,Miller,S.Miller,Scott Miller,Scott,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.029535864978902954,30.5,2.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035308,Sweeney,NA,Tommy Sweeney,Tommy,TE,2019,6-4,251,4.83,17,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035309,Mack,NA,Alize Mack,Alize,TE,2019,6-4,249,4.7,22,36,120,7.27,4.34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035311,Gaskin,NA,Myles Gaskin,Myles,RB,2019,5-9,205,4.58,24,35.5,118,7.19,4.27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035329,Parham,D.Parham,Donald Parham,Donald,TE,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.061511423550087874,66.2,3.6833333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
00-0035341,Irwin,T.Irwin,Trenton Irwin,Trenton,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.05319148936170213,57.2,3.8000000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035342,Laird,NA,Patrick Laird,Patrick,RB,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035345,Myarick,NA,Chris Myarick,Chris,TE,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035356,Jackson,NA,Tyree Jackson,Tyree,TE,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035359,Sills,NA,David Sills,David,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035399,Morgan,NA,Stanley Morgan,Stanley,WR,2019,6-0,202,4.53,14,38.5,125,6.78,4.13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035406,Humphrey,L.Humphrey,Lil'Jordan Humphrey,Lil'Jordan,WR,2019,6-4,210,4.75,13,33.5,119,7.09,4.29,0,0.04044943820224719,47.2,3.4200000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035414,Guyton,J.Guyton,Jalen Guyton,Jalen,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03690685413005272,24.900000000000002,2.128571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035428,Helm,NA,Daniel Helm,Daniel,TE,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035436,Sokol,NA,Matt Sokol,Matthew,TE,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035457,Johnson,NA,Tyron Johnson,Tyron,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035480,Taylor,M.Taylor,Malik Taylor,Malik,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.007339449541284404,3.3000000000000003,0.6500000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035500,Dortch,G.Dortch,Greg Dortch,Greg,WR,2019,5-7,173,NA,NA,NA,NA,NA,NA,0,0.07240704500978473,61.1,4.8875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035510,Smith,NA,Jeff Smith,Jeffrey,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035527,Isabella,NA,Andy Isabella,Andrew,WR,2019,5-9,188,4.31,15,36.5,121,6.95,4.15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035529,Butler,NA,Hakeem Butler,Hakeem,TE,2019,6-5,227,4.48,18,36,128,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035535,Slayton,D.Slayton,Darius Slayton,Darius,WR,2019,6-1,190,4.39,11,40.5,135,7,4.15,0,0.15894039735099338,133.8,5.550000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035537,Johnson,T.Johnson,Ty Johnson,Ty,RB,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.011811023622047244,30,4.000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035544,Kennedy,NA,Tom Kennedy,Thomas,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035547,Fortson,NA,Jody Fortson,Joe,TE,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035562,Horsted,J.Horsted,Jesper Horsted,Jesper,TE,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.001984126984126984,1.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035567,Reynolds,C.Reynolds,Craig Reynolds,Craig,RB,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.009208103130755065,31.599999999999998,4.433333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035572,Hesse,NA,Parker Hesse,Parker,TE,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035589,Jennings,NA,Gary Jennings,Gary,WR,2019,6-1,214,4.42,20,37,127,7.32,4.15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035593,Winfree,J.Winfree,Juwann Winfree,Juwann,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0019120458891013384,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035594,Homer,T.Homer,Travis Homer,Travis,RB,2019,5-10,201,4.48,17,39.5,130,7.07,4.31,0,0.0021691973969631237,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035602,Bachman,NA,Alex Bachman,Alex,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035603,Blanton,NA,Kendall Blanton,Kendall,TE,2019,6-6,262,4.95,22,31,113,7.37,4.42,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035621,Webster,NA,Nsimba Webster,Nsimba,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035624,Harry,NA,N'Keal Harry,N'Keal,WR,2019,6-2,228,4.53,27,38.5,122,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035628,Johnson,D.Johnson,D'Ernest Johnson,D'Ernest,RB,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02120141342756184,34.9,1.7785714285714287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035631,Sample,D.Sample,Drew Sample,Drew,TE,2019,6-5,255,4.71,NA,33.5,115,7.15,4.31,0,0.044326241134751775,47.6,2.123076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035639,Campbell,P.Campbell,Parris Campbell,Parris,WR,2019,6-0,205,4.31,11,40,135,NA,4.03,-1.5267874808050692,0.059602649006622516,30.400000000000002,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035640,Metcalf,D.Metcalf,DK Metcalf,DeKaylin,WR,2019,6-3,228,4.33,27,40.5,134,7.38,4.5,0,0.21689059500959693,223.4,10.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
00-0035644,Fant,N.Fant,Noah Fant,Noah,TE,2019,6-4,249,4.5,20,39.5,127,6.81,4.22,0,0.08253358925143954,73.4,2.9571428571428577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
00-0035645,Olszewski,G.Olszewski,Gunner Olszewski,Kaleb,WR,2019,NA,NA,NA,NA,NA,NA,NA,NA,0,0.002207505518763797,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035657,Harris,D.Harris,Damien Harris,Damien,RB,2019,5-10,216,4.57,16,37,121,NA,NA,0,0.003937007874015748,19,2.8333333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035659,McLaurin,T.McLaurin,Terry McLaurin,Terry,WR,2019,6-0,208,4.35,18,37.5,125,7.01,4.15,0,0.2164048865619546,191.6,7.4125000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
00-0035662,Brown,M.Brown,Marquise Brown,Marquise,WR,2019,5-9,166,NA,NA,NA,NA,NA,NA,0,0.19765166340508805,134.70000000000002,6.438461538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
00-0035664,Henderson,D.Henderson,Darrell Henderson,Darrell,RB,2019,5-8,208,4.49,22,33.5,121,NA,NA,0,0.02631578947368421,43.5,8.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035671,Sternberger,NA,Jace Sternberger,Jace,TE,2019,6-4,251,4.75,17,31.5,113,7.19,4.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035676,Brown,A.Brown,A.J. Brown,Arthur,WR,2019,6-0,226,4.49,19,36.5,120,NA,NA,0,0.31910569105691056,289.7,11.543750000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
00-0035685,Montgomery,D.Montgomery,David Montgomery,David,RB,2019,5-10,222,4.63,15,28.5,121,NA,NA,0,0.04419889502762431,197.20000000000002,13.93846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1
00-0035689,Knox,D.Knox,Dawson Knox,Dawson,TE,2019,6-4,254,NA,16,34.5,NA,7.12,4.27,0,0.06496062992125984,44.4,2.7111111111111112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0035700,Jacobs,J.Jacobs,Josh Jacobs,Joshua,RB,2019,5-10,220,NA,NA,NA,NA,NA,NA,-1.076406596112065,0.10714285714285714,181.1,11.084615384615384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
