year,week,down,clock_minutes,half_clock.minutes,pos_team,def_pos_team,wp_before,def_wp_before,pass,rush,xp,name,conference,team_id,color,logo
2024,1,1,3,3,New Mexico,Montana State,0.6679435,0.3320565,1,0,0.42033496499061584,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,3,3,New Mexico,Montana State,0.6812829,0.3187171,0,1,0.33832818269729614,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,2,2,New Mexico,Montana State,0.6912027,0.3087973,1,0,0.4726596176624298,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,2,2,New Mexico,Montana State,0.7095327,0.2904673,1,0,0.5067636966705322,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,2,2,New Mexico,Montana State,0.6978434,0.3021566,1,0,0.6184941530227661,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,1,1,New Mexico,Montana State,0.7019159,0.2980841,0,1,0.585416316986084,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,1,1,New Mexico,Montana State,0.7050583,0.2949417,0,1,0.6687739491462708,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,0,0,New Mexico,Montana State,0.8281981,0.1718019,0,1,0.17107820510864258,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,8,23,New Mexico,Montana State,0.966775,0.033225,0,1,0.3551882207393646,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,7,22,New Mexico,Montana State,0.9719214,0.0280786,1,0,0.3781604766845703,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,6,21,New Mexico,Montana State,0.9715598,0.0284402,0,1,0.4245677590370178,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,6,21,New Mexico,Montana State,0.9804227,0.0195773,0,1,0.37210485339164734,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,5,20,New Mexico,Montana State,0.9801424,0.0198576,0,1,0.3707093894481659,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,3,4,19,New Mexico,Montana State,0.9737771,0.0262229,1,0,0.7070241570472717,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,13,13,New Mexico,Montana State,0.8653401,0.1346599,1,0,0.2774564325809479,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,13,13,New Mexico,Montana State,0.8885725,0.1114275,0,1,0.17545455694198608,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,12,12,New Mexico,Montana State,0.8968539,0.1031461,0,1,0.28843703866004944,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,11,11,New Mexico,Montana State,0.9276338,0.0723662,0,1,0.23746401071548462,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,11,11,New Mexico,Montana State,0.9259743,0.0740257,0,1,0.29399657249450684,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,3,10,10,New Mexico,Montana State,0.907744,0.092256,0,1,0.572449803352356,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,6,6,New Mexico,Montana State,0.9439018,0.0560982,0,1,0.20647966861724854,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,5,5,New Mexico,Montana State,0.9434149,0.0565851,0,1,0.33416375517845154,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,3,5,5,New Mexico,Montana State,0.9336359,0.0663641,1,0,0.48696407675743103,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,4,4,New Mexico,Montana State,0.624023,0.375977,1,0,0.3762146532535553,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,3,3,New Mexico,Montana State,0.6670715,0.3329285,0,1,0.2362402230501175,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,1,3,3,New Mexico,Montana State,0.7393677,0.2606323,0,1,0.24980923533439636,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,2,2,New Mexico,Montana State,0.7549602,0.2450398,0,1,0.3410224914550781,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,3,2,2,New Mexico,Montana State,0.7229292,0.2770708,1,0,0.7052494287490845,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
2024,1,2,0,0,New Mexico,Montana State,0.0365583,0.9634417,1,0,0.7774931192398071,Bronco Mendenhall,Mountain West,167,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
