athlete_id,Player,Team,Conference,Power 5,Position,Final Season,Class,Final Year out of HS,Final Year Played,Height,Weight,Stars,Games Played,Standard Points,Half PPR Points,PPR Points,Reception MS,Rec Yds MS,Rec TD MS,Rec Yds Per Team Pass Att,TD Per Team Pass Att,Weighted Dominator Rating,Dominator Rating,Adjusted Yds Per Team Play,Scrimmage Yds Per Team Play,Scrimmage TD Per Team Play,Scrimmage Yds Per Team Pass Attempt,EPA Per Play,Total EPA,Yards Per Rec,Pass Att,Pass Comp,Pass Yds,Pass TDs,Pass Int,Rush Att,Rush Yds,Rush TDs,Rec,Rec Yds,Rec TDs,KR,KR Yds,KR TDs,PR,PR Yds,PR TDs,Standard Points per Game,Half PPR Points per Game,PPR Points per Game,Reception MS (Games Played),Rec Yds MS (Games Played),Rec TD MS (Games Played),Rec Yds Per Team Pass Att (Games Played),TD Per Team Pass Att (Games Played),Weighted Dominator Rating (Games Played),Dominator Rating (Games Played),Adjusted Yds Per Team Play (Games Played),Scrimmage Yds Per Team Play (Games Played),Scrimmage TD Per Team Play (Games Played),Scrimmage Yds Per Team Pass Attempt (Games Played),Pass Att per Game,Pass Comp per Game,Pass Yds per Game,Pass TDs per Game,Pass Int per Game,Rush Att per Game,Rush Yds per Game,Rush TDs per Game,Rec per Game,Rec Yds per Game,Rec TDs per Game,KR per Game,KR Yds per Game,KR TDs per Game,PR per Game,PR Yds per Game,PR TDs per Game,NFL Height,NFL Weight,NFL Forty,NFL Bench,NFL Vertical,NFL Broad Jump,NFL Cone,NFL Shuttle,Draft Round,Draft Pick,Draft Pick Overall,Top 5 Finishes,Top 12 Finishes,Top 24 Finishes,Avg PPR PPG Seasons 1-3,Top.X.Finishes.Y.N,player_select,headshot_url,logo
551279,Jonnu Smith,Florida International,Conference USA,N,TE,2016,2017,4,4,75,NA,2,NA,77.15,99.4,121.65,0.23,0.23,0.29,1.41,0.01,0.24,0.26,1.25,0.62,0.01,1.42,0.52,27.5,11.17,0,0,0,0,0,0.25,1.25,0,44.5,500.25,4.5,0.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,22,38,127,NA,4.18,NA,NA,NA,1,2,4,3.8,1,Jonnu Smith | Florida International,https://a.espncdn.com/i/headshots/college-football/players/full/551279.png,http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png
550117,Evan Engram,Ole Miss,SEC,Y,TE,2016,2017,4,4,75,NA,3,1,80.5,100.75,121,0.14,0.15,0.14,1.24,0.01,0.15,0.15,1.25,0.62,0,1.24,0.74,39,14.16,0,0,0,0,0,0,0,0,40.5,580,3.75,0,0,0,0,0,0,60.47,76.63,92.8,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,0,0,0,0,0,32.33,464.67,2.33,0,0,0,0,0,0,75,234,4.42,19,36,125,6.92,4.23,1,23,23,2,4,6,7.3,1,Evan Engram | Ole Miss,https://a.espncdn.com/i/headshots/college-football/players/full/550117.png,http://a.espncdn.com/i/teamlogos/ncaa/500/145.png
547596,Thomas Duarte,UCLA,Pac-12,Y,WR,2015,2016,3,3,75,NA,4,1,88.2,104.37,120.53,0.11,0.15,0.24,1.17,0.01,0.17,0.2,1.11,0.55,0.01,1.17,1.06,41.67,16.37,0,0,0,0,0,0,0,0,32.33,542,5.67,0,0,0,0,0,0,88.2,104.37,120.53,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,0,0,0,0,0,32.33,542,5.67,0,0,0,0,0,0,74,231,4.72,12,33.5,118,6.97,4.24,7,10,231,0,0,0,0,NA,Thomas Duarte | UCLA,https://a.espncdn.com/i/headshots/college-football/players/full/547596.png,http://a.espncdn.com/i/teamlogos/ncaa/500/26.png
4428952,Jalen Wydermyer,Texas A&M,SEC,Y,TE,2021,2022,3,3,77,265,NA,1,80.27,99.93,119.6,0.18,0.19,0.26,1.35,0.01,0.21,0.23,1.27,0.64,0.01,1.35,0.74,40.33,12.62,0,0,0,0,0,0,0,0,39.33,489.33,5.33,0,0,0,0,0,0,82.65,102.15,121.65,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,0,0,0,0,0,39,476.5,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,Jalen Wydermyer | Texas A&M,https://a.espncdn.com/i/headshots/college-football/players/full/4428952.png,http://a.espncdn.com/i/teamlogos/ncaa/500/245.png
4360248,Kyle Pitts,Florida,SEC,Y,TE,2020,2021,3,3,78,246,4,1,85.73,102.4,119.07,0.11,0.12,0.15,1.07,0.01,0.13,0.13,1.17,0.58,0.01,1.07,0.84,39.33,18.09,0,0,0,0,0,0,0,0,33.33,497.33,6,0,0,0,0,0,0,94.9,121.9,148.9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,0,0,0,0,0,54,649,5,0,0,0,0,0,0,78,245,4.44,22,33.5,129,7.12,4.3,1,4,4,0,1,4,5.6,1,Kyle Pitts | Florida,https://a.espncdn.com/i/headshots/college-football/players/full/4360248.png,http://a.espncdn.com/i/teamlogos/ncaa/500/57.png
529568,Cole Hikutini,Louisville,ACC,Y,TE,2016,2017,4,2,77,NA,3,1,82.8,100.05,117.3,0.14,0.14,0.2,1.19,0.01,0.15,0.17,1.08,0.54,0.01,1.19,1.04,44.5,15.84,0,0,0,0,0,0,0,0,34.5,508,5.5,0,0,0,0,0,0,82.8,100.05,117.3,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,0,0,0,0,0,34.5,508,5.5,0,0,0,0,0,0,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4,NA,Cole Hikutini | Louisville,https://a.espncdn.com/i/headshots/college-football/players/full/529568.png,http://a.espncdn.com/i/teamlogos/ncaa/500/97.png
4035115,Albert Okwuegbunam,Missouri,SEC,Y,TE,2019,2020,4,3,77,255,3,1,83.57,99.9,116.23,0.13,0.12,0.27,0.94,0.02,0.15,0.19,0.85,0.42,0.01,0.94,0.96,38,12.31,0,0,0,0,0,0,0,0,32.67,395.67,7.67,0,0,0,0,0,0,105.5,120,134.5,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,0,0,0,0,0,29,415,11,0,0,0,0,0,0,78,258,4.49,NA,NA,NA,NA,NA,4,12,118,0,0,0,3.5,0,Albert Okwuegbunam | Missouri,https://a.espncdn.com/i/headshots/college-football/players/full/4035115.png,http://a.espncdn.com/i/teamlogos/ncaa/500/142.png
4385690,Dalton Kincaid,Utah,Pac-12,Y,TE,2022,2023,5,3,76,240,NA,1,79.27,97.1,114.93,0.13,0.15,0.2,1.12,0.01,0.16,0.17,0.98,0.49,0.01,1.12,1.33,37.67,13.63,0,0,0,0,0,0.33,1.33,0,35.67,471.33,5.33,0,0,0,0,0,0,99.4,117.4,135.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,0,0,1,4,0,36,510,8,0,0,0,0,0,0,76,246,NA,NA,NA,NA,NA,NA,1,26,25,0,0,2,4.5,0,Dalton Kincaid | Utah,https://a.espncdn.com/i/headshots/college-football/players/full/4385690.png,http://a.espncdn.com/i/teamlogos/ncaa/500/254.png
545385,E.J. Bibbs,Iowa State,Big 12,Y,TE,2014,2015,4,2,75,NA,3,NA,72.2,93.2,114.2,0.16,0.15,0.24,0.93,0.01,0.17,0.2,0.93,0.46,0.01,0.93,0.71,35,10.17,0,0,0,0,0,0,0,0,42,422,5,0.5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.1,NA,E.J. Bibbs | Iowa State,https://a.espncdn.com/i/headshots/college-football/players/full/545385.png,http://a.espncdn.com/i/teamlogos/ncaa/500/66.png
4040774,Harrison Bryant,Florida Atlantic,Conference USA,N,TE,2019,2020,4,4,77,240,2,NA,76.98,95.48,113.98,0.14,0.16,0.19,1.28,0.01,0.17,0.18,1.07,0.54,0,1.28,0.84,41.25,13.35,0,0,0,0,0,0.25,0.5,0,37,534.25,4,0.25,1.25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,243,4.73,13,32.5,110,7.41,4.37,4,9,115,0,0,0,2.9,0,Harrison Bryant | Florida Atlantic,https://a.espncdn.com/i/headshots/college-football/players/full/4040774.png,http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png
