athlete_id,player_id,Name,Team,Conference,Eligibility,Year.Out.Of.HS,Recruit.Stars,Height,Weight,Pos
4250360,"Bailey Zappe, Western Kentucky, QB",Bailey Zappe,Western Kentucky,Conference USA,2022,5,NA,74,215,QB
4383723,"Jerreth Sterns, Western Kentucky, WR",Jerreth Sterns,Western Kentucky,Conference USA,2024,1,NA,68,180,WR
4240069,"Malik Cunningham, Louisville, QB",Malik Cunningham,Louisville,ACC,2022,5,3,73,200,QB
4361994,"Sam Hartman, Wake Forest, QB",Sam Hartman,Wake Forest,ACC,2022,4,3,73,215,QB
4685720,"Bryce Young, Alabama, QB",Bryce Young,Alabama,SEC,2023,2,5,72,194,QB
4055171,"Anthony Gordon, Washington State, WR",Anthony Gordon,Washington State,Pac-12,2022,1,2,75,210,WR
4240703,"Kenny Pickett, Pittsburgh, QB",Kenny Pickett,Pittsburgh,ACC,2022,5,3,75,220,QB
4429205,"Jordan Addison, Pittsburgh, WR",Jordan Addison,Pittsburgh,ACC,2023,2,4,72,175,WR
4428119,"Lew Nichols, Central Michigan, RB",Lew Nichols,Central Michigan,Mid-American,2022,3,3,70,220,RB
4431453,"Deuce Vaughn, Kansas State, RB",Deuce Vaughn,Kansas State,Big 12,2023,2,3,66,172,RB
4242512,"Malik Willis, Liberty, QB",Malik Willis,Liberty,FBS Independents,2022,5,3,73,215,QB
4370775,"Brennan Armstrong, Virginia, QB",Brennan Armstrong,Virginia,ACC,2022,4,3,74,215,QB
4690013,"Rasheen Ali, Marshall, RB",Rasheen Ali,Marshall,Conference USA,2023,2,NA,72,200,RB
4362748,"Tyler Badie, Missouri, RB",Tyler Badie,Missouri,SEC,2022,4,3,68,194,RB
4427366,"Breece Hall, Iowa State, RB",Breece Hall,Iowa State,Big 12,2022,3,4,73,220,RB
4373626,"Tyler Allgeier, BYU, RB",Tyler Allgeier,BYU,FBS Independents,2022,4,2,71,220,RB
4426875,"Sam Howell, North Carolina, QB",Sam Howell,North Carolina,ACC,2022,3,4,73,220,QB
4244068,"Dustin Crum, Kent State, QB",Dustin Crum,Kent State,Mid-American,2022,5,2,75,207,QB
4432577,"C.J. Stroud, Ohio State, QB",C.J. Stroud,Ohio State,Big Ten,2023,2,4,75,205,QB
4374187,"Deven Thompkins, Utah State, WR",Deven Thompkins,Utah State,Mountain West,2022,4,2,67,160,WR
4362874,"Matt Corral, Ole Miss, QB",Matt Corral,Ole Miss,SEC,2022,4,4,73,205,QB
4426388,"Jameson Williams, Alabama, WR",Jameson Williams,Alabama,SEC,2022,3,4,74,188,WR
4245186,"Frank Harris, UT San Antonio, QB",Frank Harris,UT San Antonio,Conference USA,2022,5,3,72,200,QB
4360691,"Travis Dye, Oregon, RB",Travis Dye,Oregon,Pac-12,2022,4,3,70,200,RB
4240858,"Hendon Hooker, Tennessee, QB",Hendon Hooker,Tennessee,SEC,2022,5,4,76,218,QB
4239086,"Desmond Ridder, Cincinnati, QB",Desmond Ridder,Cincinnati,American Athletic,2022,5,3,76,215,QB
4240781,"Bryant Koback, Toledo, RB",Bryant Koback,Toledo,Mid-American,2022,5,3,72,205,RB
4690070,"Mitchell Tinsley, Western Kentucky, WR",Mitchell Tinsley,Western Kentucky,Conference USA,2022,4,3,73,195,WR
4430878,"Jaxon Smith-Njigba, Ohio State, WR",Jaxon Smith-Njigba,Ohio State,Big Ten,2023,2,5,72,196,WR
4566196,"Will Rogers, Mississippi State, QB",Will Rogers,Mississippi State,SEC,2023,2,3,74,205,QB
4360271,"Tanner Mordecai, SMU, QB",Tanner Mordecai,SMU,American Athletic,2022,4,4,74,211,QB
4432710,"TreVeyon Henderson, Ohio State, RB",TreVeyon Henderson,Ohio State,Big Ten,2024,1,5,70,210,RB
4567048,"Kenneth Walker III, Michigan State, RB",Kenneth Walker III,Michigan State,Big Ten,2022,3,3,70,210,RB
4366031,"Nathaniel Dell, Houston, WR",Nathaniel Dell,Houston,American Athletic,2022,4,3,70,155,WR
4241474,"Brian Robinson Jr., Alabama, RB",Brian Robinson Jr.,Alabama,SEC,2022,5,4,73,228,RB
4035312,"Anthony Brown, Oregon, QB",Anthony Brown,Oregon,Pac-12,2022,6,3,74,226,QB
4372019,"Jerome Ford, Cincinnati, RB",Jerome Ford,Cincinnati,American Athletic,2022,4,4,71,215,RB
4361409,"Jahan Dotson, Penn State, WR",Jahan Dotson,Penn State,Big Ten,2022,4,4,71,182,WR
4569587,"Wan'Dale Robinson, Kentucky, WR",Wan'Dale Robinson,Kentucky,SEC,2022,3,4,71,185,WR
4362019,"A.T. Perry, Wake Forest, WR",A.T. Perry,Wake Forest,ACC,2022,3,NA,77,212,WR
4243322,"Jake Haener, Fresno State, QB",Jake Haener,Fresno State,Mountain West,2022,5,3,73,194,QB
3915399,"Preston Williams, Colorado State, WR",Preston Williams,Colorado State,Mountain West,2022,7,4,76,210,WR
4430191,"Skyy Moore, Western Michigan, WR",Skyy Moore,Western Michigan,Mid-American,2022,3,3,69,195,WR
4697815,"Rachaad White, Arizona State, RB",Rachaad White,Arizona State,Pac-12,2022,5,3,74,195,RB
4372071,"Hassan Haskins, Michigan, RB",Hassan Haskins,Michigan,Big Ten,2022,4,3,73,220,RB
4688813,"Josh Downs, North Carolina, WR",Josh Downs,North Carolina,ACC,2023,2,4,70,180,WR
4567149,"KJ Jefferson, Arkansas, QB",KJ Jefferson,Arkansas,SEC,2022,3,4,75,240,QB
4367178,"Dorian Thompson-Robinson, UCLA, QB",Dorian Thompson-Robinson,UCLA,Pac-12,2022,4,4,73,200,QB
4430871,"Sean Tucker, Syracuse, RB",Sean Tucker,Syracuse,ACC,2023,2,3,70,208,RB
4430104,"Sincere McCormick, UT San Antonio, RB",Sincere McCormick,UT San Antonio,Conference USA,2022,3,3,69,200,RB
4430737,"Kyren Williams, Notre Dame, RB",Kyren Williams,Notre Dame,FBS Independents,2022,3,4,72,195,RB
4249417,"Jalen Tolbert, South Alabama, WR",Jalen Tolbert,South Alabama,Sun Belt,2022,5,2,75,195,WR
4361182,"Adrian Martinez, Nebraska, QB",Adrian Martinez,Nebraska,Big Ten,2022,4,4,74,220,QB
4038966,"Jack Sorenson, Miami (OH), WR",Jack Sorenson,Miami (OH),Mid-American,2022,6,2,72,195,WR
4361418,"Will Levis, Kentucky, QB",Will Levis,Kentucky,SEC,2022,4,3,75,222,QB
4361435,"Carson Strong, Nevada, QB",Carson Strong,Nevada,Mountain West,2022,4,3,76,215,QB
4361825,"Spencer Sanders, Oklahoma State, QB",Spencer Sanders,Oklahoma State,Big 12,2022,4,4,73,205,QB
4361653,"Devin Leary, NC State, QB",Devin Leary,NC State,ACC,2022,4,4,73,212,QB
4036473,"Logan Bonner, Utah State, QB",Logan Bonner,Utah State,Mountain West,2022,6,2,73,230,QB
4360175,"Clayton Tune, Houston, QB",Clayton Tune,Houston,American Athletic,2022,4,3,75,215,QB
4360230,"Emory Jones, Florida, QB",Emory Jones,Florida,SEC,2022,4,4,74,210,QB
4427936,"Grayson McCall, Coastal Carolina, QB",Grayson McCall,Coastal Carolina,Sun Belt,2022,3,2,75,210,QB
4249917,"Calvin Turner Jr., Hawai'i, RB",Calvin Turner Jr.,Hawai'i,Mountain West,2022,5,NA,71,195,RB
4430325,"Makai Polk, Mississippi State, WR",Makai Polk,Mississippi State,SEC,2022,3,3,75,200,WR
4570409,"David Bell, Purdue, WR",David Bell,Purdue,Big Ten,2022,3,4,74,205,WR
4569618,"Garrett Wilson, Ohio State, WR",Garrett Wilson,Ohio State,Big Ten,2022,3,5,72,193,WR
4575665,"Jacob Cowing, UTEP, WR",Jacob Cowing,UTEP,Conference USA,2022,3,2,71,170,WR
4567156,"Treylon Burks, Arkansas, WR",Treylon Burks,Arkansas,SEC,2022,3,4,75,225,WR
4567096,"John Metchie, Alabama, WR",John Metchie,Alabama,SEC,2022,3,4,72,195,WR
4239083,"Michael Warren II, Cincinnati, RB",Michael Warren II,Cincinnati,American Athletic,2022,5,3,71,222,RB
4426990,"Jalen Cropper, Fresno State, WR",Jalen Cropper,Fresno State,Mountain West,2022,3,3,72,160,WR
4430590,"Payton Thorne, Michigan State, QB",Payton Thorne,Michigan State,Big Ten,2022,3,3,74,210,QB
4426892,"Dante Cephas, Kent State, WR",Dante Cephas,Kent State,Mid-American,2022,3,3,73,178,WR
4361432,"Romeo Doubs, Nevada, WR",Romeo Doubs,Nevada,Mountain West,2022,4,3,74,200,WR
4427225,"Zakhari Franklin, UT San Antonio, WR",Zakhari Franklin,UT San Antonio,Conference USA,2022,3,2,73,185,WR
4430807,"Bijan Robinson, Texas, RB",Bijan Robinson,Texas,Big 12,2023,2,5,72,215,RB
4241399,"Chris Robison, Florida Atlantic, QB",Chris Robison,Florida Atlantic,Conference USA,2022,3,NA,73,200,QB
4427191,"Dequan Finn, Toledo, QB",Dequan Finn,Toledo,Mid-American,2022,3,3,74,198,QB
4362075,"Cameron Rising, Utah, QB",Cameron Rising,Utah,Pac-12,2022,4,4,74,220,QB
4567097,"Taulia Tagovailoa, Maryland, QB",Taulia Tagovailoa,Maryland,Big Ten,2022,3,4,71,205,QB
4245144,"Davontavean Martin, Oklahoma State, WR",Davontavean Martin,Oklahoma State,Big 12,2022,5,NA,75,186,WR
4241556,"Levi Lewis, Louisiana, QB",Levi Lewis,Louisiana,Sun Belt,2022,5,3,70,184,QB
4241224,"Abram Smith, Baylor, RB",Abram Smith,Baylor,Big 12,2022,5,3,71,205,RB
4568992,"Ryan O'Keefe, UCF, WR",Ryan O'Keefe,UCF,American Athletic,2022,3,3,70,175,WR
4243389,"Calvin Austin III, Memphis, WR",Calvin Austin III,Memphis,American Athletic,2022,4,NA,69,162,WR
4052178,"Charles Williams, UNLV, RB",Charles Williams,UNLV,Mountain West,2022,6,3,69,200,RB
4259553,"Stetson Bennett, Georgia, QB",Stetson Bennett,Georgia,SEC,2022,5,3,71,190,QB
4239994,"Chase Brice, Appalachian State, QB",Chase Brice,Appalachian State,Sun Belt,2022,5,3,75,235,QB
4369863,"Cedric Tillman, Tennessee, WR",Cedric Tillman,Tennessee,SEC,2022,4,3,75,215,WR
4426966,"Garrett Shrader, Syracuse, QB",Garrett Shrader,Syracuse,ACC,2022,3,4,76,221,QB
4362230,"Kaleb Eleby, Western Michigan, QB",Kaleb Eleby,Western Michigan,Mid-American,2022,4,3,73,215,QB
4241965,"Rocky Lombardi, Northern Illinois, QB",Rocky Lombardi,Northern Illinois,Mid-American,2022,5,3,76,225,QB
4362196,"Leddie Brown, West Virginia, RB",Leddie Brown,West Virginia,Big 12,2022,4,3,71,210,RB
4373678,"Khalil Shakir, Boise State, WR",Khalil Shakir,Boise State,Mountain West,2022,4,4,72,188,WR
4360131,"Holton Ahlers, East Carolina, QB",Holton Ahlers,East Carolina,American Athletic,2022,4,3,75,228,QB
4426502,"Drake London, USC, WR",Drake London,USC,Pac-12,2022,3,4,77,210,WR
4567240,"Dontario Drummond, Ole Miss, WR",Dontario Drummond,Ole Miss,SEC,2022,5,2,72,215,WR
4361370,"Chris Olave, Ohio State, WR",Chris Olave,Ohio State,Big Ten,2022,4,3,73,188,WR
4680018,"Alton McCaskill, Houston, RB",Alton McCaskill,Houston,American Athletic,2024,1,3,73,200,RB
4241397,"Charleston Rambo, Miami, WR",Charleston Rambo,Miami,ACC,2022,5,4,73,185,WR
4242243,"Keytaon Thompson, Virginia, QB",Keytaon Thompson,Virginia,ACC,2022,5,4,76,215,QB
4426385,"Zach Charbonnet, UCLA, RB",Zach Charbonnet,UCLA,Pac-12,2022,3,4,73,220,RB
4360083,"Tavion Thomas, Utah, RB",Tavion Thomas,Utah,Pac-12,2022,4,3,74,221,RB
4432665,"Brock Bowers, Georgia, TE",Brock Bowers,Georgia,SEC,2024,1,4,76,230,TE
4569987,"Jaylen Warren, Oklahoma State, RB",Jaylen Warren,Oklahoma State,Big 12,2022,5,2,68,215,RB
4240432,"Sage Surratt, Wake Forest, WR",Sage Surratt,Wake Forest,ACC,2022,5,3,75,215,WR
4428850,"Dontayvion Wicks, Virginia, WR",Dontayvion Wicks,Virginia,ACC,2022,3,3,73,210,WR
4362249,"Jayden Reed, Michigan State, WR",Jayden Reed,Michigan State,Big Ten,2022,4,3,72,185,WR
4362915,"Gerry Bohannon, Baylor, QB",Gerry Bohannon,Baylor,Big 12,2022,4,4,75,221,QB
4683062,"Xavier Worthy, Texas, WR",Xavier Worthy,Texas,Big 12,2024,1,4,NA,NA,WR
4431611,"Caleb Williams, Oklahoma, QB",Caleb Williams,Oklahoma,Big 12,2024,1,5,73,218,QB
4260394,"Aidan O'Connell, Purdue, QB",Aidan O'Connell,Purdue,Big Ten,2022,4,NA,75,200,QB
4361739,"Josh Johnson, Tulsa, WR",Josh Johnson,Tulsa,American Athletic,2022,5,3,71,171,WR
4606194,"Seth Henigan, Memphis, QB",Seth Henigan,Memphis,American Athletic,2024,1,3,75,200,QB
4360406,"Mataeo Durant, Duke, RB",Mataeo Durant,Duke,ACC,2022,4,3,73,195,RB
4242431,"Ty Chandler, North Carolina, RB",Ty Chandler,North Carolina,ACC,2022,5,4,72,210,RB
4360932,"DeAndre Torrey, North Texas, RB",DeAndre Torrey,North Texas,Conference USA,2022,6,3,67,195,RB
4429059,"Jo'quavious Marks, Mississippi State, RB",Jo'quavious Marks,Mississippi State,SEC,2023,2,4,70,195,RB
4240429,"Jaquarii Roberson, Wake Forest, WR",Jaquarii Roberson,Wake Forest,ACC,2022,5,3,73,182,WR
4373632,"Jaren Hall, BYU, QB",Jaren Hall,BYU,FBS Independents,2022,6,3,73,205,QB
4255988,"B.J. Baylor, Oregon State, RB",B.J. Baylor,Oregon State,Pac-12,2022,5,3,71,209,RB
4361050,"Isaiah Likely, Coastal Carolina, TE",Isaiah Likely,Coastal Carolina,Sun Belt,2022,4,2,76,240,TE
4362619,"Chris Rodriguez Jr., Kentucky, RB",Chris Rodriguez Jr.,Kentucky,SEC,2022,4,3,71,224,RB
4259269,"Chris Reynolds, Charlotte, QB",Chris Reynolds,Charlotte,Conference USA,2022,4,NA,71,192,QB
4426348,"Jayden Daniels, Arizona State, QB",Jayden Daniels,Arizona State,Pac-12,2022,3,4,75,185,QB
4430686,"Grant Wells, Marshall, QB",Grant Wells,Marshall,Conference USA,2022,3,3,74,210,QB
4361029,"Jaivon Heiligh, Coastal Carolina, WR",Jaivon Heiligh,Coastal Carolina,Sun Belt,2022,4,3,74,200,WR
4037235,"Greg Dortch, Wake Forest, WR",Greg Dortch,Wake Forest,ACC,2022,6,2,69,170,WR
4362921,"Tyquan Thornton, Baylor, WR",Tyquan Thornton,Baylor,Big 12,2022,4,4,75,180,WR
4241371,"Kennedy Brooks, Oklahoma, RB",Kennedy Brooks,Oklahoma,Big 12,2022,5,4,71,215,RB
4363537,"Hassan Beydoun, Eastern Michigan, WR",Hassan Beydoun,Eastern Michigan,Mid-American,2022,4,NA,68,173,WR
4361307,"Trey McBride, Colorado State, TE",Trey McBride,Colorado State,Mountain West,2022,4,3,76,260,TE
4242408,"Chase Garbers, California, QB",Chase Garbers,California,Pac-12,2022,5,4,74,225,QB
4259592,"Sean Clifford, Penn State, QB",Sean Clifford,Penn State,Big Ten,2022,5,4,74,217,QB
4596334,"Keaton Mitchell, East Carolina, RB",Keaton Mitchell,East Carolina,American Athletic,2023,2,3,69,181,RB
517352,"Chris Gant, Hawai'i, WR",Chris Gant,Hawai'i,Mountain West,2022,13,2,72,NA,WR
4686422,"Xavier Hutchinson, Iowa State, WR",Xavier Hutchinson,Iowa State,Big 12,2022,4,3,75,210,WR
4427243,"Brett Gabbert, Miami (OH), QB",Brett Gabbert,Miami (OH),Mid-American,2022,3,3,72,205,QB
4685186,"Tyler Van Dyke, Miami, QB",Tyler Van Dyke,Miami,ACC,2023,2,4,76,224,QB
4569609,"Evan Hull, Northwestern, RB",Evan Hull,Northwestern,Big Ten,2022,3,3,71,210,RB
4430388,"DeWayne McBride, UAB, RB",DeWayne McBride,UAB,Conference USA,2023,2,3,71,220,RB
486785,"Eric Soza, UT San Antonio, QB",Eric Soza,UT San Antonio,Conference USA,2022,3,NA,72,NA,QB
4245146,"Travell Harris, Washington State, WR",Travell Harris,Washington State,Pac-12,2022,5,3,69,180,WR
4697127,"Brad Roberts, Air Force, RB",Brad Roberts,Air Force,Mountain West,2022,3,2,71,200,RB
4361741,"Brock Purdy, Iowa State, QB",Brock Purdy,Iowa State,Big 12,2022,4,3,73,220,QB
4369448,"Darren Grainger, Georgia State, QB",Darren Grainger,Georgia State,Sun Belt,2022,4,NA,76,202,QB
4240628,"N'Kosi Perry, Florida Atlantic, QB",N'Kosi Perry,Florida Atlantic,Conference USA,2022,5,4,76,198,QB
4243276,"Todd Centeio, Colorado State, QB",Todd Centeio,Colorado State,Mountain West,2022,5,3,73,220,QB
4242331,"Jack Coan, Notre Dame, QB",Jack Coan,Notre Dame,FBS Independents,2022,5,3,75,221,QB
4244727,"Justin Hall, Ball State, WR",Justin Hall,Ball State,Mid-American,2022,5,3,69,186,WR
4428116,"Isaiah Neyor, Wyoming, WR",Isaiah Neyor,Wyoming,Mountain West,2022,3,2,75,210,WR
482756,"Sean Schroeder, Hawai'i, QB",Sean Schroeder,Hawai'i,Mountain West,2022,3,NA,75,NA,QB
4697623,"Jayden de Laura, Washington State, QB",Jayden de Laura,Washington State,Pac-12,2023,2,3,72,195,QB
4429676,"Tyler Goodson, Iowa, RB",Tyler Goodson,Iowa,Big Ten,2022,3,3,70,199,RB
4429013,"Tank Bigsby, Auburn, RB",Tank Bigsby,Auburn,SEC,2023,2,4,72,208,RB
4373470,"Calvin Jackson Jr., Washington State, WR",Calvin Jackson Jr.,Washington State,Pac-12,2022,6,3,70,196,WR
4685247,"Braelon Allen, Wisconsin, RB",Braelon Allen,Wisconsin,Big Ten,2024,1,4,NA,NA,RB
4360824,"Chance Nolan, Oregon State, QB",Chance Nolan,Oregon State,Pac-12,2022,4,3,75,200,QB
4685740,"Max Johnson, LSU, QB",Max Johnson,LSU,SEC,2023,2,4,77,219,QB
4428732,"Sean Tyler, Western Michigan, RB",Sean Tyler,Western Michigan,Mid-American,2022,3,3,69,185,RB
4574026,"Tyrese Chambers, Florida International, WR",Tyrese Chambers,Florida International,Conference USA,2024,1,NA,73,185,WR
4430468,"Marquez Cooper, Kent State, RB",Marquez Cooper,Kent State,Mid-American,2023,2,3,66,184,RB
4373934,"Chevan Cordeiro, Hawai'i, QB",Chevan Cordeiro,Hawai'i,Mountain West,2022,4,2,73,190,QB
4429096,"Blake Corum, Michigan, RB",Blake Corum,Michigan,Big Ten,2023,2,4,68,200,RB
4360799,"Jordan Travis, Florida State, QB",Jordan Travis,Florida State,ACC,2022,4,3,73,201,QB
4693814,"Haaziq Daniels, Air Force, QB",Haaziq Daniels,Air Force,Mountain West,2022,3,NA,73,200,QB
4433901,"Corey Rucker, Arkansas State, WR",Corey Rucker,Arkansas State,Sun Belt,2023,2,3,72,190,WR
4240866,"Kalil Pimpleton, Central Michigan, WR",Kalil Pimpleton,Central Michigan,Mid-American,2022,5,3,69,175,WR
4373454,"Dylan McDuffie, Buffalo, RB",Dylan McDuffie,Buffalo,Mid-American,2022,4,3,72,215,RB
4362073,"Casey Thompson, Texas, QB",Casey Thompson,Texas,Big 12,2022,4,4,73,194,QB
4036475,"Brandon Bowling, Utah State, WR",Brandon Bowling,Utah State,Mountain West,2022,6,2,69,185,WR
4429160,"Devon Achane, Texas A&M, RB",Devon Achane,Texas A&M,SEC,2023,2,4,69,185,RB
4685039,"Michael Pratt, Tulane, QB",Michael Pratt,Tulane,American Athletic,2023,2,3,74,200,QB
4433906,"Trayvon Rudolph, Northern Illinois, WR",Trayvon Rudolph,Northern Illinois,Mid-American,2023,2,3,70,179,WR
4429086,"Michael Mayer, Notre Dame, TE",Michael Mayer,Notre Dame,FBS Independents,2023,2,5,77,249,TE
4427601,"Ali Jennings, Old Dominion, WR",Ali Jennings,Old Dominion,Conference USA,2022,3,3,73,193,WR
4242490,"Braxton Burmeister, Virginia Tech, QB",Braxton Burmeister,Virginia Tech,ACC,2022,5,4,73,205,QB
4036650,"Shai Werts, Georgia Southern, QB",Shai Werts,Georgia Southern,Sun Belt,2022,6,2,71,205,QB
4569995,"Derek Wright, Utah State, WR",Derek Wright,Utah State,Mountain West,2022,5,NA,73,190,WR
4379399,"James Cook, Georgia, RB",James Cook,Georgia,SEC,2022,4,4,71,190,RB
4360238,"Dameon Pierce, Florida, RB",Dameon Pierce,Florida,SEC,2022,4,4,70,215,RB
4426893,"Joshua Cephus, UT San Antonio, WR",Joshua Cephus,UT San Antonio,Conference USA,2022,3,2,75,185,WR
4367175,"Kyle Philips, UCLA, WR",Kyle Philips,UCLA,Pac-12,2022,4,4,71,184,WR
4429795,"Jahmyr Gibbs, Georgia Tech, RB",Jahmyr Gibbs,Georgia Tech,ACC,2023,2,4,71,200,RB
4361142,"Max Borghi, Washington State, RB",Max Borghi,Washington State,Pac-12,2022,4,3,70,198,RB
4036418,"Corey Xavier Sutton, Appalachian State, WR",Corey Xavier Sutton,Appalachian State,Sun Belt,2022,6,3,75,215,WR
4243004,"Jordan Mims, Fresno State, RB",Jordan Mims,Fresno State,Mountain West,2022,5,3,72,203,RB
4360078,"Alec Pierce, Cincinnati, WR",Alec Pierce,Cincinnati,American Athletic,2022,4,3,75,213,WR
4685016,"Ellis Merriweather, UMass, RB",Ellis Merriweather,UMass,FBS Independents,2022,4,3,74,227,RB
4685939,"Shermari Jones, Coastal Carolina, RB",Shermari Jones,Coastal Carolina,Sun Belt,2022,4,NA,73,220,RB
4361438,"Cole Turner, Nevada, TE",Cole Turner,Nevada,Mountain West,2022,4,3,78,240,TE
4689546,"Danny Gray, SMU, WR",Danny Gray,SMU,American Athletic,2022,4,3,73,180,WR
4240350,"Xazavian Valladay, Wyoming, RB",Xazavian Valladay,Wyoming,Mountain West,2022,5,2,72,196,RB
4426891,"Isaiah Spiller, Texas A&M, RB",Isaiah Spiller,Texas A&M,SEC,2022,3,4,73,225,RB
4879650,"Grant DuBose, Charlotte, WR",Grant DuBose,Charlotte,Conference USA,2022,3,NA,NA,NA,WR
4261077,"Jamarius Way, South Alabama, WR",Jamarius Way,South Alabama,Sun Belt,2022,4,NA,76,215,WR
4241934,"Tayon Fleet-Davis, Maryland, RB",Tayon Fleet-Davis,Maryland,Big Ten,2022,5,3,72,220,RB
4360073,"Jayshon Jackson, Ball State, WR",Jayshon Jackson,Ball State,Mid-American,2022,4,3,70,175,WR
4243003,"Ronnie Rivers, Fresno State, RB",Ronnie Rivers,Fresno State,Mountain West,2022,5,2,69,195,RB
4428331,"Rashee Rice, SMU, WR",Rashee Rice,SMU,American Athletic,2022,3,3,73,189,WR
4035693,"Velus Jones Jr., Tennessee, WR",Velus Jones Jr.,Tennessee,SEC,2022,6,3,72,200,WR
3916069,"Jovon Durante, Florida Atlantic, WR",Jovon Durante,Florida Atlantic,Conference USA,2022,7,4,72,165,WR
4710855,"Konata Mumpfield, Akron, WR",Konata Mumpfield,Akron,Mid-American,2023,2,3,73,180,WR
4361444,"Toa Taua, Nevada, RB",Toa Taua,Nevada,Mountain West,2022,4,3,69,210,RB
4570259,"Daniel Richardson, Central Michigan, QB",Daniel Richardson,Central Michigan,Mid-American,2022,3,3,70,205,QB
4426499,"Hank Bachmeier, Boise State, QB",Hank Bachmeier,Boise State,Mountain West,2022,3,4,73,205,QB
4427105,"Max Duggan, TCU, QB",Max Duggan,TCU,Big 12,2022,3,4,74,201,QB
4362365,"Davis Brin, Tulsa, QB",Davis Brin,Tulsa,American Athletic,2022,4,3,74,208,QB
4241012,"Malik Williams, Appalachian State, WR",Malik Williams,Appalachian State,Sun Belt,2022,5,3,70,185,WR
4382578,"Tyler Snead, East Carolina, WR",Tyler Snead,East Carolina,American Athletic,2022,4,NA,67,169,WR
4689338,"Dillon Johnson, Mississippi State, RB",Dillon Johnson,Mississippi State,SEC,2023,2,3,72,215,RB
4613104,"Malachi Corley, Western Kentucky, WR",Malachi Corley,Western Kentucky,Conference USA,2023,2,2,72,200,WR
4370797,"Billy Kemp, Virginia, RB",Billy Kemp,Virginia,ACC,2022,4,3,69,170,RB
4384192,"Smoke Harris, Louisiana Tech, WR",Smoke Harris,Louisiana Tech,Conference USA,2022,4,NA,66,184,WR
4363410,"Dylan Hopkins, UAB, QB",Dylan Hopkins,UAB,Conference USA,2022,4,3,74,205,QB
4361604,"Blake Watson, Old Dominion, RB",Blake Watson,Old Dominion,Conference USA,2022,4,2,69,190,RB
4039210,"Drew Plitt, Ball State, QB",Drew Plitt,Ball State,Mid-American,2022,6,3,74,217,QB
4372758,"Kevin Austin, Notre Dame, WR",Kevin Austin,Notre Dame,FBS Independents,2022,4,4,74,210,WR
4379569,"Jesse Matthews, San Diego State, WR",Jesse Matthews,San Diego State,Mountain West,2022,3,NA,72,190,WR
4027873,"Samori Toure, Nebraska, WR",Samori Toure,Nebraska,Big Ten,2024,1,NA,75,190,WR
4244771,"JaCorey Sullivan, Central Michigan, WR",JaCorey Sullivan,Central Michigan,Mid-American,2022,5,3,74,220,WR
4360765,"Camerun Peoples, Appalachian State, RB",Camerun Peoples,Appalachian State,Sun Belt,2022,4,2,74,220,RB
4240120,"Emeka Emezie, NC State, WR",Emeka Emezie,NC State,ACC,2022,5,3,75,212,WR
4370348,"Corey Gammage, Marshall, WR",Corey Gammage,Marshall,Conference USA,2022,4,3,76,227,WR
4245639,"Stanley Berryhill III, Arizona, WR",Stanley Berryhill III,Arizona,Pac-12,2022,4,NA,70,177,WR
4429006,"Rakim Jarrett, Maryland, WR",Rakim Jarrett,Maryland,Big Ten,2023,2,5,72,200,WR
4363551,"Dylan Drummond, Eastern Michigan, WR",Dylan Drummond,Eastern Michigan,Mid-American,2022,4,3,72,178,WR
4426515,"Puka Nacua, BYU, WR",Puka Nacua,BYU,FBS Independents,2022,3,4,73,210,WR
4241004,"Thomas Hennigan, Appalachian State, WR",Thomas Hennigan,Appalachian State,Sun Belt,2022,5,3,73,210,WR
4360881,"Johnny Ford, Florida Atlantic, RB",Johnny Ford,Florida Atlantic,Conference USA,2022,4,3,65,175,RB
4241263,"Charlie Kolar, Iowa State, TE",Charlie Kolar,Iowa State,Big 12,2022,5,3,78,260,TE
4426504,"Milton Wright, Purdue, WR",Milton Wright,Purdue,Big Ten,2022,3,4,75,195,WR
4428272,"Juwuan Price, New Mexico State, RB",Juwuan Price,New Mexico State,FBS Independents,2022,3,NA,70,195,RB
4426330,"Jerrion Ealy, Ole Miss, RB",Jerrion Ealy,Ole Miss,SEC,2022,3,5,68,190,RB
4360056,"Ben Bryant, Eastern Michigan, QB",Ben Bryant,Eastern Michigan,Mid-American,2022,4,3,75,218,QB
4038809,"Jake Bentley, South Alabama, QB",Jake Bentley,South Alabama,Sun Belt,2022,6,4,76,220,QB
4372519,"Jashaun Corbin, Florida State, RB",Jashaun Corbin,Florida State,ACC,2022,4,4,72,215,RB
4608810,"Tez Johnson, Troy, WR",Tez Johnson,Troy,Sun Belt,2023,2,NA,70,160,WR
4428557,"Tyjae Spears, Tulane, RB",Tyjae Spears,Tulane,American Athletic,2022,3,3,70,190,RB
4367728,"Dedrick Parson, Hawai'i, RB",Dedrick Parson,Hawai'i,Mountain West,2022,5,NA,69,195,RB
4431545,"Will Shipley, Clemson, RB",Will Shipley,Clemson,ACC,2024,1,5,71,200,RB
4432620,"Parker Washington, Penn State, WR",Parker Washington,Penn State,Big Ten,2023,2,4,70,205,WR
4361417,"Zack Kuntz, Old Dominion, TE",Zack Kuntz,Old Dominion,Conference USA,2022,4,4,79,258,TE
4608922,"Braydon Bennett, Coastal Carolina, RB",Braydon Bennett,Coastal Carolina,Sun Belt,2023,2,3,74,190,RB
