athlete_id,player_id,Name,Team,Conference,Eligibility,Year.Out.Of.HS,Recruit.Stars,Height,Weight,Pos
4570101,"Kyle Hester, New Mexico, TE",Kyle Hester,New Mexico,NA,2022,3,NA,76,237,TE
4570116,"Luke Percer, UAB, WR",Luke Percer,UAB,Conference USA,2022,3,NA,71,185,WR
4570118,"Zack Strange, UAB, WR",Zack Strange,UAB,NA,2022,2,NA,70,170,WR
4570129,"Tyler Pye, UAB, WR",Tyler Pye,UAB,NA,2022,1,NA,68,160,WR
4570154,"Preston Brown, Charlotte, QB",Preston Brown,Charlotte,NA,2022,3,NA,70,183,QB
4570155,"Kyle Holcomb, Charlotte, QB",Kyle Holcomb,Charlotte,NA,2022,1,NA,70,175,QB
4570169,"Kendric Blake, Charlotte, WR",Kendric Blake,Charlotte,Conference USA,2022,3,NA,74,190,WR
4570182,"Avery Miguel, UNLV, RB",Avery Miguel,UNLV,NA,2022,3,NA,69,170,RB
4570187,"Tyler Yoder, UNLV, TE",Tyler Yoder,UNLV,NA,2022,2,NA,75,215,TE
4570194,"JaShon Palmer, Rice, WR",JaShon Palmer,Rice,NA,2022,3,NA,70,182,WR
4570204,"Jack Beil, Liberty, WR",Jack Beil,Liberty,NA,2022,1,NA,71,190,WR
4570211,"Domonhic Jennings, Liberty, RB",Domonhic Jennings,Liberty,NA,2022,1,NA,71,205,RB
4570216,"Cade Rowland, Liberty, WR",Cade Rowland,Liberty,NA,2022,3,NA,71,175,WR
4570227,"Grey Ihu, Hawai'i, WR",Grey Ihu,Hawai'i,NA,2022,5,NA,72,175,WR
4570241,"Chance La Chapelle, San José State, WR",Chance La Chapelle,San José State,NA,2022,3,NA,76,225,WR
4570266,"Josh Crawford, Central Michigan, RB",Josh Crawford,Central Michigan,NA,2022,2,NA,71,199,RB
4570273,"Anthony Whitney, Ohio, WR",Anthony Whitney,Ohio,NA,2022,3,NA,71,170,WR
4570280,"Luke Ewald, Ohio, TE",Luke Ewald,Ohio,NA,2022,2,NA,74,241,TE
4570284,"Keeshawn Tyson, Ohio, WR",Keeshawn Tyson,Ohio,NA,2022,3,NA,75,205,WR
4570285,"Nigel Drummond II, Ohio, WR",Nigel Drummond II,Ohio,Mid-American,2022,3,NA,70,165,WR
4570296,"Dalen Cambre, Louisiana, WR",Dalen Cambre,Louisiana,Sun Belt,2022,3,NA,72,184,WR
4570299,"Brendan Hoorman, Louisiana, RB",Brendan Hoorman,Louisiana,NA,2022,1,NA,73,195,RB
4570308,"Anthony Lebada, Toledo, RB",Anthony Lebada,Toledo,NA,2022,1,NA,71,170,RB
4570393,"Donavon Greenhow, Western Michigan, WR",Donavon Greenhow,Western Michigan,NA,2022,2,NA,68,155,WR
4570399,"Kristofer Hodgson, Western Michigan, RB",Kristofer Hodgson,Western Michigan,NA,2022,1,NA,70,175,RB
4570415,"Grant Summers, Purdue, WR",Grant Summers,Purdue,NA,2022,2,NA,71,180,WR
4570424,"Max Denman, Bowling Green, QB",Max Denman,Bowling Green,NA,2022,2,NA,76,180,QB
4570427,"Parker Sherry, Bowling Green, WR",Parker Sherry,Bowling Green,NA,2022,2,NA,71,190,WR
4570428,"PaSean Wimberly, Bowling Green, RB",PaSean Wimberly,Bowling Green,Mid-American,2022,3,NA,70,175,RB
4570433,"Chris Karras, Bowling Green, TE",Chris Karras,Bowling Green,NA,2022,2,NA,76,223,TE
4570435,"Victor Copeland Jr., Bowling Green, TE",Victor Copeland Jr.,Bowling Green,NA,2022,2,NA,74,225,TE
4570441,"Nick Niehoff, Bowling Green, WR",Nick Niehoff,Bowling Green,NA,2022,3,NA,74,180,WR
4570443,"Jack Duffer, Bowling Green, WR",Jack Duffer,Bowling Green,NA,2022,2,NA,74,185,WR
4570455,"Estevan Barragan, Fresno State, RB",Estevan Barragan,Fresno State,NA,2022,2,NA,67,170,RB
4570467,"Micah Pasion, Fresno State, TE",Micah Pasion,Fresno State,NA,2022,2,NA,76,225,TE
4570474,"Connor Morton, Oregon State, RB",Connor Morton,Oregon State,Pac-12,2022,2,NA,69,174,RB
4570489,"Rocco Carley, Oregon State, TE",Rocco Carley,Oregon State,NA,2022,2,NA,78,236,TE
4570493,"Jacob Mahoney, Middle Tennessee, RB",Jacob Mahoney,Middle Tennessee,NA,2022,3,NA,72,221,RB
4570498,"Luke Bolger, Middle Tennessee, RB",Luke Bolger,Middle Tennessee,NA,2022,3,NA,74,223,RB
4570499,"Joey Cambron, Middle Tennessee, QB",Joey Cambron,Middle Tennessee,NA,2022,2,NA,72,188,QB
4570503,"Alec Ogden, Middle Tennessee, QB",Alec Ogden,Middle Tennessee,NA,2022,4,NA,76,192,QB
4570508,"Hunter Riggan, South Alabama, QB",Hunter Riggan,South Alabama,NA,2022,1,NA,72,220,QB
4570514,"Bryson Brewer, South Alabama, WR",Bryson Brewer,South Alabama,NA,2022,1,NA,72,195,WR
4570516,"Joshua Carter, South Alabama, RB",Joshua Carter,South Alabama,Sun Belt,2022,3,NA,69,220,RB
4570531,"Parker Kahlert, South Alabama, WR",Parker Kahlert,South Alabama,NA,2022,3,NA,73,190,WR
4570532,"Todd Justice, South Alabama, TE",Todd Justice,South Alabama,Sun Belt,2022,3,NA,74,260,TE
4570533,"Daqwan Bryant, South Alabama, WR",Daqwan Bryant,South Alabama,NA,2022,1,NA,68,170,WR
4570537,"Josh Liddell, Southern Mississippi, RB",Josh Liddell,Southern Mississippi,NA,2022,1,NA,70,180,RB
4570538,"L.J. Leonard, Southern Mississippi, QB",L.J. Leonard,Southern Mississippi,NA,2022,3,NA,74,174,QB
4570540,"Sheldon James, Southern Mississippi, WR",Sheldon James,Southern Mississippi,NA,2022,1,NA,71,167,WR
4570563,"Spencer Smith, Tennessee, QB",Spencer Smith,Tennessee,NA,2022,3,NA,73,200,QB
4570564,"Michael Bittner, Tennessee, WR",Michael Bittner,Tennessee,NA,2022,3,NA,74,222,WR
4570565,"Steven Orr, Tennessee, QB",Steven Orr,Tennessee,NA,2022,2,NA,74,201,QB
4570566,"Isaiah Montgomery, Tennessee, WR",Isaiah Montgomery,Tennessee,NA,2022,2,NA,73,211,WR
4570568,"J.T. Siekerman, Tennessee, WR",J.T. Siekerman,Tennessee,NA,2022,3,NA,70,179,WR
4570665,"Oliver Parker, Western Kentucky, WR",Oliver Parker,Western Kentucky,NA,2022,2,NA,72,180,WR
4570673,"Connor Jordan, South Carolina, QB",Connor Jordan,South Carolina,NA,2022,3,NA,75,205,QB
4570675,"Zachariah Doe, South Carolina, RB",Zachariah Doe,South Carolina,NA,2022,2,NA,71,210,RB
4570687,"Bladen Reaves, Texas A&M, RB",Bladen Reaves,Texas A&M,NA,2022,3,NA,70,195,RB
4570693,"Ethan West, Texas A&M, WR",Ethan West,Texas A&M,NA,2022,3,NA,70,178,WR
4570696,"McCrae Rutledge, Texas A&M, RB",McCrae Rutledge,Texas A&M,NA,2022,5,NA,70,212,RB
4570701,"Tyler Ondrusek, Texas A&M, TE",Tyler Ondrusek,Texas A&M,NA,2022,3,NA,79,210,TE
4570703,"Daniel Haak, Texas A&M, TE",Daniel Haak,Texas A&M,NA,2022,1,NA,74,238,TE
4570812,"Drew Harris, Tulane, QB",Drew Harris,Tulane,NA,2023,1,NA,73,200,QB
4570840,"Jonah O'Brien, Colorado State, QB",Jonah O'Brien,Colorado State,NA,2023,2,NA,76,195,QB
4570875,"Isaiah Velez, Florida International, QB",Isaiah Velez,Florida International,NA,2024,1,NA,75,193,QB
4571020,"Grant Daley, California, WR",Grant Daley,California,NA,2023,2,NA,73,185,WR
4571287,"Ryan Reeder, Temple, WR",Ryan Reeder,Temple,NA,2022,3,NA,71,170,WR
4571559,"Christian Helms, South Florida, WR",Christian Helms,South Florida,NA,2022,3,NA,74,193,WR
4571582,"Xavier Roberts-Donaldson, Florida Atlantic, WR",Xavier Roberts-Donaldson,Florida Atlantic,NA,2022,1,NA,70,180,WR
4571583,"Guy McCarthy, Florida International, WR",Guy McCarthy,Florida International,NA,2022,2,NA,72,175,WR
4571634,"Xavier Cunningham, Marshall, TE",Xavier Cunningham,Marshall,NA,2022,1,NA,76,242,TE
4571873,"Bo Brewer, Baylor, QB",Bo Brewer,Baylor,NA,2022,1,NA,71,190,QB
4571876,"Penny Baker, UTEP, WR",Penny Baker,UTEP,NA,2023,2,NA,70,170,WR
4572038,"Ren Hefley, Michigan, QB",Ren Hefley,Michigan,NA,2022,3,NA,72,197,QB
4572046,"Matt Torey, Michigan, WR",Matt Torey,Michigan,Big Ten,2022,4,NA,70,180,WR
4572047,"Abe Jaafar, Michigan, RB",Abe Jaafar,Michigan,NA,2022,1,NA,68,174,RB
4572048,"Mathew Harrison, Michigan, WR",Mathew Harrison,Michigan,NA,2022,3,NA,74,212,WR
4572056,"Will Sessa, Michigan, TE",Will Sessa,Michigan,NA,2022,2,NA,78,217,TE
4572058,"Hunter Neff, Michigan, TE",Hunter Neff,Michigan,NA,2022,3,NA,74,234,TE
4572392,"Jurne Smith, San Diego State, WR",Jurne Smith,San Diego State,NA,2022,1,NA,74,190,WR
4572393,"Jasper Kadlec, San Diego State, WR",Jasper Kadlec,San Diego State,NA,2022,2,NA,76,200,WR
4572459,"Nathan Hatter, Texas, TE",Nathan Hatter,Texas,NA,2022,3,NA,74,243,TE
4572471,"Jahre Fish, New Mexico State, WR",Jahre Fish,New Mexico State,NA,2022,5,NA,71,170,WR
4572472,"Jacob Franklin, New Mexico State, TE",Jacob Franklin,New Mexico State,NA,2022,4,NA,76,240,TE
4572481,"Tyler Roebuck, New Mexico State, TE",Tyler Roebuck,New Mexico State,NA,2022,3,NA,73,225,TE
4572484,"Bailey Woodward, New Mexico State, WR",Bailey Woodward,New Mexico State,NA,2022,1,NA,70,175,WR
4572784,"Cameron Overton, Florida International, WR",Cameron Overton,Florida International,NA,2024,1,NA,75,180,WR
4572785,"Kahlil Overton, Florida International, WR",Kahlil Overton,Florida International,NA,2024,1,NA,76,190,WR
4573139,"Kamali'i Akina, Hawai'i, QB",Kamali'i Akina,Hawai'i,NA,2022,5,NA,71,180,QB
4573140,"Jaden Allen, Hawai'i, WR",Jaden Allen,Hawai'i,NA,2022,2,NA,69,165,WR
4573146,"Chance Beyer, Hawai'i, WR",Chance Beyer,Hawai'i,NA,2022,2,NA,70,180,WR
4573148,"Jakob Ahlschwede, Kansas, QB",Jakob Ahlschwede,Kansas,NA,2022,1,NA,75,225,QB
4573159,"Jordan Preston, Kansas, QB",Jordan Preston,Kansas,NA,2022,3,NA,70,206,QB
4573167,"Gabe Hoover, Kansas State, WR",Gabe Hoover,Kansas State,NA,2022,3,NA,72,189,WR
4573362,"Kendon Flowers, Texas State, RB",Kendon Flowers,Texas State,NA,2023,1,NA,68,185,RB
4573554,"Cameron Dartez, Tulane, QB",Cameron Dartez,Tulane,NA,2023,2,NA,72,195,QB
4573624,"Jack Kristofek, Mississippi State, QB",Jack Kristofek,Mississippi State,NA,2024,1,NA,76,190,QB
4574313,"Aaron Chase, Buffalo, QB",Aaron Chase,Buffalo,NA,2022,3,NA,72,205,QB
4574318,"Max Bowden, Buffalo, WR",Max Bowden,Buffalo,NA,2022,2,NA,72,200,WR
4574320,"Jackson Westfall, Buffalo, TE",Jackson Westfall,Buffalo,NA,2022,3,NA,77,205,TE
4574321,"Wyatt Molinich, Buffalo, TE",Wyatt Molinich,Buffalo,NA,2022,3,NA,72,250,TE
4574326,"Taiyo Iburi-Bethel, Buffalo, WR",Taiyo Iburi-Bethel,Buffalo,NA,2022,2,NA,70,170,WR
4574541,"Cortez Reid, Florida A&M, RB",Cortez Reid,Florida A&M,NA,2022,1,NA,NA,NA,RB
4574557,"Kaloeb Parker, Florida A&M, WR",Kaloeb Parker,Florida A&M,NA,2022,1,NA,NA,NA,WR
4574570,"Kamari Young, Florida A&M, WR",Kamari Young,Florida A&M,NA,2022,1,NA,NA,NA,WR
4574572,"Cade Rosenkranz, TCU, WR",Cade Rosenkranz,TCU,NA,2022,3,NA,70,165,WR
4574725,"John Guaimano, Rutgers, WR",John Guaimano,Rutgers,NA,2022,3,NA,72,201,WR
4574727,"Jake Malaney, Rutgers, TE",Jake Malaney,Rutgers,NA,2022,2,NA,76,210,TE
4574739,"Asa Barnes, East Carolina, RB",Asa Barnes,East Carolina,NA,2022,3,NA,69,207,RB
4574742,"Tyrus Townsend, East Carolina, RB",Tyrus Townsend,East Carolina,NA,2022,2,NA,72,174,RB
4574743,"Collin Harding, East Carolina, WR",Collin Harding,East Carolina,NA,2022,2,NA,72,168,WR
4574748,"Joseph Samson, East Carolina, TE",Joseph Samson,East Carolina,NA,2022,3,NA,74,268,TE
4574752,"Ford Moser, East Carolina, WR",Ford Moser,East Carolina,NA,2022,2,NA,71,176,WR
4574756,"Mykel Tubbs, Miami, WR",Mykel Tubbs,Miami,NA,2022,3,NA,75,197,WR
4574763,"Cole Goodnight, Oklahoma State, WR",Cole Goodnight,Oklahoma State,NA,2022,1,NA,74,175,WR
4574764,"Cade Cavender, Oklahoma State, WR",Cade Cavender,Oklahoma State,NA,2022,2,NA,71,190,WR
4574766,"Dreyson Watters, Oklahoma State, WR",Dreyson Watters,Oklahoma State,NA,2022,1,NA,70,171,WR
4574769,"Kyle Engel, Florida, QB",Kyle Engel,Florida,NA,2022,3,NA,75,184,QB
4574776,"Russell Dixon, Connecticut, TE",Russell Dixon,Connecticut,NA,2022,3,NA,74,206,TE
4574854,"Robbie Colenzo, Utah, WR",Robbie Colenzo,Utah,NA,2022,2,NA,66,160,WR
4574855,"Maxwell Cotton, Utah, WR",Maxwell Cotton,Utah,NA,2022,3,NA,68,169,WR
4574860,"Kyrese Rowan, Utah, WR",Kyrese Rowan,Utah,Pac-12,2022,3,NA,70,178,WR
4574868,"Melvin Billingsley, Alabama, TE",Melvin Billingsley,Alabama,NA,2022,4,NA,75,230,TE
4574869,"Terence Taylor, Western Kentucky, WR",Terence Taylor,Western Kentucky,NA,2022,2,NA,72,200,WR
4574960,"Jackson DeSilva, NC State, WR",Jackson DeSilva,NC State,NA,2022,3,NA,73,200,WR
4574963,"Eli Kosanovich, Pittsburgh, QB",Eli Kosanovich,Pittsburgh,NA,2022,3,NA,74,210,QB
4574965,"Joshua Junko, Pittsburgh, WR",Joshua Junko,Pittsburgh,NA,2022,3,NA,72,195,WR
4574966,"Jacob Hunsinger, Pittsburgh, WR",Jacob Hunsinger,Pittsburgh,NA,2022,1,NA,74,185,WR
4574967,"Isaiah Stewart, Pittsburgh, WR",Isaiah Stewart,Pittsburgh,NA,2022,3,NA,74,185,WR
4574978,"Sam Warren, Syracuse, WR",Sam Warren,Syracuse,NA,2022,3,NA,71,194,WR
4574980,"Tripp Mitchell, Baylor, WR",Tripp Mitchell,Baylor,NA,2022,3,NA,73,195,WR
4575105,"Tommy Nesmith, Auburn, WR",Tommy Nesmith,Auburn,NA,2022,3,NA,72,180,WR
4575113,"Jarrett Freeland, Georgia, TE",Jarrett Freeland,Georgia,NA,2022,2,NA,79,258,TE
4575114,"Chase Harof, Georgia, TE",Chase Harof,Georgia,NA,2022,3,NA,74,250,TE
4575119,"KJ McCoy, Georgia, RB",KJ McCoy,Georgia,NA,2022,2,NA,70,200,RB
4575210,"Conner Hegan, Mississippi State, RB",Conner Hegan,Mississippi State,NA,2022,1,NA,71,180,RB
4575214,"Camp Tice, Mississippi State, WR",Camp Tice,Mississippi State,NA,2022,2,NA,76,195,WR
4575221,"Sellers Shy, Ole Miss, WR",Sellers Shy,Ole Miss,NA,2022,3,NA,72,190,WR
4575227,"Matt Der Torossian, San José State, QB",Matt Der Torossian,San José State,NA,2022,3,NA,75,195,QB
4575231,"Noah Sanchez, San José State, TE",Noah Sanchez,San José State,NA,2022,2,NA,74,215,TE
4575240,"Camden VerStrate, Washington, WR",Camden VerStrate,Washington,NA,2022,3,NA,69,165,WR
4575415,"Ishmael Landers, Louisiana Tech, RB",Ishmael Landers,Louisiana Tech,NA,2022,2,NA,71,200,RB
4575421,"Caleb Durham, Texas Tech, WR",Caleb Durham,Texas Tech,NA,2022,2,NA,70,195,WR
4575440,"Zach Merrill, Indiana, QB",Zach Merrill,Indiana,NA,2022,3,NA,71,208,QB
4575511,"Cole Jacobs, Middle Tennessee, WR",Cole Jacobs,Middle Tennessee,NA,2022,2,NA,70,172,WR
4575514,"Aran Mohamad-Ali, Middle Tennessee, RB",Aran Mohamad-Ali,Middle Tennessee,NA,2022,3,NA,72,242,RB
4575519,"Conor Ratigan, Notre Dame, WR",Conor Ratigan,Notre Dame,NA,2022,3,NA,76,179,WR
4575522,"Micah Lowe, Louisville, WR",Micah Lowe,Louisville,NA,2022,2,NA,70,175,WR
4575524,"Chris Nuckols, Louisville, WR",Chris Nuckols,Louisville,NA,2022,2,NA,70,160,WR
4575534,"Allamar Alexander, Boise State, RB",Allamar Alexander,Boise State,NA,2022,1,NA,70,184,RB
4575537,"Trevor Cole, Boise State, WR",Trevor Cole,Boise State,NA,2022,2,NA,70,185,WR
4575600,"Trey Henderson, North Texas, WR",Trey Henderson,North Texas,NA,2022,2,NA,70,184,WR
4575603,"KJ Williams, North Texas, RB",KJ Williams,North Texas,NA,2022,1,NA,69,224,RB
4575609,"Braxton Hayes, Old Dominion, WR",Braxton Hayes,Old Dominion,NA,2022,2,NA,73,185,WR
4575610,"John Johnson, Old Dominion, WR",John Johnson,Old Dominion,NA,2022,1,NA,69,160,WR
4575613,"Terrance Moore, Old Dominion, WR",Terrance Moore,Old Dominion,NA,2022,1,NA,70,160,WR
4575617,"Noah Spencer, Old Dominion, WR",Noah Spencer,Old Dominion,NA,2022,2,NA,75,185,WR
4575631,"Will Jarrett, Arkansas State, QB",Will Jarrett,Arkansas State,NA,2022,1,NA,73,170,QB
4575632,"Peyton Wright, Arkansas State, QB",Peyton Wright,Arkansas State,NA,2022,1,NA,75,205,QB
4575641,"Kelly Smith, Arkansas State, WR",Kelly Smith,Arkansas State,NA,2022,1,NA,72,178,WR
4575642,"Aaron Whittle, Arkansas State, WR",Aaron Whittle,Arkansas State,NA,2022,1,NA,69,185,WR
4575654,"Steven Dadzie, UT San Antonio, WR",Steven Dadzie,UT San Antonio,NA,2022,1,NA,75,190,WR
4575655,"Nathan Guyton, UT San Antonio, TE",Nathan Guyton,UT San Antonio,NA,2022,1,NA,71,225,TE
4575693,"Ben Tarpey, Miami (OH), QB",Ben Tarpey,Miami (OH),NA,2022,3,NA,74,203,QB
4575695,"Malik Winston, Northern Illinois, RB",Malik Winston,Northern Illinois,NA,2022,1,NA,70,205,RB
4575717,"Drake Holloway, Georgia State, WR",Drake Holloway,Georgia State,NA,2022,1,NA,73,180,WR
4575742,"Gage Rapp, Louisiana, WR",Gage Rapp,Louisiana,NA,2022,1,NA,70,170,WR
4575754,"Tyler Darbonne, Louisiana Monroe, TE",Tyler Darbonne,Louisiana Monroe,NA,2022,1,NA,75,236,TE
4575755,"Garrett Hable, Louisiana Monroe, QB",Garrett Hable,Louisiana Monroe,NA,2022,3,NA,70,188,QB
4575761,"Josh Collins, Louisiana Monroe, RB",Josh Collins,Louisiana Monroe,NA,2022,1,NA,68,185,RB
4575779,"Vance Brazile, Wyoming, TE",Vance Brazile,Wyoming,NA,2022,1,NA,76,225,TE
4575807,"Freddie Brown, West Virginia, WR",Freddie Brown,West Virginia,NA,2022,2,NA,68,180,WR
4576187,"Dimitrious Mitsopoulos, Miami (OH), WR",Dimitrious Mitsopoulos,Miami (OH),NA,2023,1,NA,70,180,WR
4576785,"Nick Johnson, Arizona State, RB",Nick Johnson,Arizona State,NA,2022,1,NA,69,160,RB
4577071,"Malachi Rennix, Charlotte, RB",Malachi Rennix,Charlotte,NA,2022,1,NA,67,160,RB
4577304,"Steven Migut, Army, QB",Steven Migut,Army,NA,2022,1,NA,72,185,QB
4577307,"Walter Harris, Army, QB",Walter Harris,Army,NA,2022,1,NA,73,224,QB
4577311,"Colton Dooley, Army, RB",Colton Dooley,Army,NA,2022,1,NA,71,196,RB
4577318,"Cole Wright, Army, WR",Cole Wright,Army,NA,2022,2,NA,75,205,WR
4577322,"Trey Bartlett, Army, RB",Trey Bartlett,Army,NA,2022,1,NA,69,185,RB
4577326,"Ridge Polk, Army, RB",Ridge Polk,Army,NA,2022,1,NA,69,167,RB
4577328,"Noah West, Army, RB",Noah West,Army,NA,2022,1,NA,75,225,RB
4577358,"Veshe Daniyan, Army, WR",Veshe Daniyan,Army,NA,2022,3,NA,73,200,WR
4577538,"Brantley Campbell, South Carolina, WR",Brantley Campbell,South Carolina,NA,2022,1,NA,67,171,WR
4577580,"Gino English, Florida State, QB",Gino English,Florida State,NA,2022,3,NA,73,191,QB
4577581,"Tre Young, Florida State, WR",Tre Young,Florida State,NA,2022,2,NA,72,194,WR
4577585,"Caleb Faris, Florida State, WR",Caleb Faris,Florida State,NA,2022,2,NA,68,165,WR
4577593,"Kaa'von Parker, Toledo, RB",Kaa'von Parker,Toledo,NA,2022,1,NA,69,165,RB
4577725,"Doyle Adams Jr., Louisiana Tech, WR",Doyle Adams Jr.,Louisiana Tech,Conference USA,2022,3,NA,70,194,WR
4577727,"Logan McFadden, Louisiana Tech, QB",Logan McFadden,Louisiana Tech,NA,2022,2,NA,75,190,QB
4577729,"Rylee Brown, South Alabama, TE",Rylee Brown,South Alabama,NA,2022,1,NA,76,210,TE
4577734,"Kevin Mital, Syracuse, WR",Kevin Mital,Syracuse,NA,2022,2,NA,73,232,WR
4577737,"Quincy Darnell, Georgia Southern, WR",Quincy Darnell,Georgia Southern,NA,2022,3,NA,74,200,WR
4577738,"Myles Freeman, Georgia Southern, TE",Myles Freeman,Georgia Southern,Sun Belt,2022,3,NA,72,175,TE
4577739,"Javian Boykin, Coastal Carolina, TE",Javian Boykin,Coastal Carolina,NA,2022,4,NA,72,235,TE
4577740,"Drey Davis, Georgia Southern, WR",Drey Davis,Georgia Southern,NA,2022,1,NA,70,170,WR
4577742,"Hunter McDaniel, Eastern Michigan, TE",Hunter McDaniel,Eastern Michigan,NA,2022,2,NA,79,280,TE
4577746,"Delvin Attafah, UMass, WR",Delvin Attafah,UMass,NA,2022,3,NA,73,200,WR
4577750,"Ryan Driscoll, UMass, WR",Ryan Driscoll,UMass,NA,2022,2,NA,71,165,WR
4577756,"Jared Martino, UMass, RB",Jared Martino,UMass,NA,2022,2,NA,70,215,RB
4577758,"Luke McMenamin, UMass, QB",Luke McMenamin,UMass,NA,2022,3,NA,75,205,QB
4577771,"Sean Horton, Appalachian State, WR",Sean Horton,Appalachian State,NA,2022,3,NA,73,195,WR
4577772,"Elijah Johnson, Appalachian State, WR",Elijah Johnson,Appalachian State,NA,2022,3,NA,71,175,WR
4577809,"Christian Harris, Indiana, WR",Christian Harris,Indiana,Big Ten,2023,2,NA,75,176,WR
4577987,"Jacob Hillmann, Iowa State, TE",Jacob Hillmann,Iowa State,Big 12,2022,3,NA,74,230,TE
4578017,"Logan Greene, Texas Tech, QB",Logan Greene,Texas Tech,NA,2022,1,NA,75,205,QB
4578195,"Tommy Friberg, Penn State, TE",Tommy Friberg,Penn State,NA,2022,3,NA,75,210,TE
4578272,"Rayquan Berry, Florida Atlantic, RB",Rayquan Berry,Florida Atlantic,NA,2022,3,NA,66,165,RB
4578273,"Ryan Cameron, Florida Atlantic, TE",Ryan Cameron,Florida Atlantic,NA,2022,3,NA,74,215,TE
4578339,"Chase Kareta, Central Michigan, WR",Chase Kareta,Central Michigan,NA,2022,2,NA,71,180,WR
4578341,"Ricardo Macon, Central Michigan, WR",Ricardo Macon,Central Michigan,NA,2022,2,NA,70,205,WR
4578344,"Tyler Barkeley, Central Michigan, WR",Tyler Barkeley,Central Michigan,NA,2022,4,NA,72,202,WR
4578347,"Alec Muck, Central Michigan, WR",Alec Muck,Central Michigan,NA,2022,2,NA,71,180,WR
4578383,"Brady Rogers, Texas State, WR",Brady Rogers,Texas State,NA,2024,1,NA,76,195,WR
4578394,"Ka'Dedrick Richardson, Memphis, WR",Ka'Dedrick Richardson,Memphis,NA,2023,2,NA,73,195,WR
4578530,"Earl Wells, UAB, WR",Earl Wells,UAB,NA,2023,1,NA,72,175,WR
4580611,"Reece Boggs, Vanderbilt, TE",Reece Boggs,Vanderbilt,NA,2022,2,NA,75,230,TE
4581420,"Lonyatta Alexander, Arizona State, WR",Lonyatta Alexander,Arizona State,NA,2024,1,NA,74,195,WR
4581647,"Max Darrow, Ohio, WR",Max Darrow,Ohio,NA,2022,2,NA,71,180,WR
4582085,"JaJuan Forte, UCF, RB",JaJuan Forte,UCF,NA,2024,1,NA,73,181,RB
4582480,"Rondell Cole, Troy, WR",Rondell Cole,Troy,NA,2023,2,NA,75,190,WR
4584516,"Jack Anders, Florida, QB",Jack Anders,Florida,NA,2022,3,NA,74,199,QB
4587295,"Trey Lindsey, Auburn, QB",Trey Lindsey,Auburn,NA,2022,3,NA,73,204,QB
4587301,"Patrick Delahunty, Kentucky, QB",Patrick Delahunty,Kentucky,NA,2022,3,NA,72,198,QB
4587304,"Chance Martin, Kentucky, WR",Chance Martin,Kentucky,NA,2022,1,NA,71,161,WR
4587306,"Keegan Sullivan, Kentucky, QB",Keegan Sullivan,Kentucky,NA,2022,1,NA,74,173,QB
4587378,"Vince Ellison, Arizona, WR",Vince Ellison,Arizona,NA,2022,1,NA,74,170,WR
4587379,"Cameron Fietz, Arizona, QB",Cameron Fietz,Arizona,NA,2022,3,NA,73,193,QB
4587403,"Anthony Harrison, Toledo, TE",Anthony Harrison,Toledo,Mid-American,2022,6,NA,74,250,TE
4588641,"Brad Aoki, USC, QB",Brad Aoki,USC,NA,2022,3,NA,69,170,QB
4588955,"Bryce Kimbrough, Charlotte, WR",Bryce Kimbrough,Charlotte,NA,2022,1,NA,NA,NA,WR
4588956,"Josh Curry, Charlotte, WR",Josh Curry,Charlotte,NA,2022,3,NA,70,185,WR
4589022,"Jack Mertens, Washington State, WR",Jack Mertens,Washington State,NA,2022,2,NA,70,175,WR
4589024,"TJ Robertson, Washington State, WR",TJ Robertson,Washington State,NA,2022,2,NA,72,170,WR
4590058,"Reid Turner, Arkansas, RB",Reid Turner,Arkansas,NA,2022,3,NA,70,181,RB
4590574,"Jordan Pearson, Georgia Southern, RB",Jordan Pearson,Georgia Southern,NA,2022,3,NA,69,205,RB
4590576,"Darian Tyson, Georgia Southern, WR",Darian Tyson,Georgia Southern,NA,2022,1,NA,72,200,WR
4590630,"Henry Lewis, Purdue, RB",Henry Lewis,Purdue,NA,2023,1,NA,70,190,RB
4591292,"Titus Dorsey, NC State, WR",Titus Dorsey,NC State,NA,2022,3,NA,70,175,WR
4591746,"Dane Olson, Colorado State, WR",Dane Olson,Colorado State,NA,2022,3,NA,71,180,WR
4591748,"Alex Schreiner, Colorado State, RB",Alex Schreiner,Colorado State,NA,2023,1,NA,68,180,RB
4591751,"Connor Byrne, Miami, WR",Connor Byrne,Miami,NA,2022,5,NA,74,200,WR
4591752,"Dante Johnson, Miami, WR",Dante Johnson,Miami,NA,2022,5,NA,74,205,WR
4591808,"Matthew Vitale, Temple, QB",Matthew Vitale,Temple,NA,2023,1,NA,71,165,QB
4591812,"Michael Mitchell, Temple, RB",Michael Mitchell,Temple,NA,2023,1,NA,72,195,RB
4591898,"Chylon Thomas, Charlotte, WR",Chylon Thomas,Charlotte,NA,2023,2,NA,67,165,WR
4591928,"Owen Stayer, Ole Miss, TE",Owen Stayer,Ole Miss,NA,2023,1,NA,73,215,TE
4594041,"Wesley Johnson, Kentucky, WR",Wesley Johnson,Kentucky,NA,2023,1,NA,73,208,WR
4596298,"Leroy Deshazor, Arkansas State, WR",Leroy Deshazor,Arkansas State,Sun Belt,2022,5,NA,72,195,WR
4597002,"Bo White, Georgia Southern, WR",Bo White,Georgia Southern,Sun Belt,2023,2,NA,70,170,WR
