athlete_id,Name,Team,Conference,P5,Class,Recruit.Stars,Recruit.Rating,Height,Weight,Final.Year.Out.Of.HS,Final.Year.Played,Receptions.Year.1,Receptions.Year.2,Receptions.Year.3,Receptions.Year.4,Receptions.Year.5,Receptions.Avg,Receptions.Career,Rec.Yds.Year.1,Rec.Yds.Year.2,Rec.Yds.Year.3,Rec.Yds.Year.4,Rec.Yds.Year.5,Rec.Yds.Avg,Rec.Yds.Career,Rec.TDs.Year.1,Rec.TDs.Year.2,Rec.TDs.Year.3,Rec.TDs.Year.4,Rec.TDs.Year.5,Rec.TDs.Avg,Rec.TDs.Career,Rush.Carries.Year.1,Rush.Carries.Year.2,Rush.Carries.Year.3,Rush.Carries.Year.4,Rush.Carries.Year.5,Rush.Carries.Avg,Rush.Carries.Career,Rush.Yds.Year.1,Rush.Yds.Year.2,Rush.Yds.Year.3,Rush.Yds.Year.4,Rush.Yds.Year.5,Rush.Yds.Avg,Rush.Yds.Career,Rush.TDs.Year.1,Rush.TDs.Year.2,Rush.TDs.Year.3,Rush.TDs.Year.4,Rush.TDs.Year.5,Rush.TDs.Avg,Rush.TDs.Career,Scrim.Touches.Year.1,Scrim.Touches.Year.2,Scrim.Touches.Year.3,Scrim.Touches.Year.4,Scrim.Touches.Year.5,Scrim.Touches.Avg,Scrim.Touches.Career,Scrim.Yds.Year.1,Scrim.Yds.Year.2,Scrim.Yds.Year.3,Scrim.Yds.Year.4,Scrim.Yds.Year.5,Scrim.Yds.Avg,Scrim.Yds.Career,Scrim.TDs.Year.1,Scrim.TDs.Year.2,Scrim.TDs.Year.3,Scrim.TDs.Year.4,Scrim.TDs.Year.5,Scrim.TDs.Avg,Scrim.TDs.Career,Punt.Ret.Year.1,Punt.Ret.Year.2,Punt.Ret.Year.3,Punt.Ret.Year.4,Punt.Ret.Year.5,Punt.Ret.Avg,Punt.Ret.Career,Punt.Ret.Yds.Year.1,Punt.Ret.Yds.Year.2,Punt.Ret.Yds.Year.3,Punt.Ret.Yds.Year.4,Punt.Ret.Yds.Year.5,Punt.Ret.Yds.Avg,Punt.Ret.Yds.Career,Punt.Ret.TDs.Year.1,Punt.Ret.TDs.Year.2,Punt.Ret.TDs.Year.3,Punt.Ret.TDs.Year.4,Punt.Ret.TDs.Year.5,Punt.Ret.TDs.Avg,Punt.Ret.TDs.Career,Kick.Ret.Year.1,Kick.Ret.Year.2,Kick.Ret.Year.3,Kick.Ret.Year.4,Kick.Ret.Year.5,Kick.Ret.Avg,Kick.Ret.Career,Kick.Ret.Yds.Year.1,Kick.Ret.Yds.Year.2,Kick.Ret.Yds.Year.3,Kick.Ret.Yds.Year.4,Kick.Ret.Yds.Year.5,Kick.Ret.Yds.Avg,Kick.Ret.Yds.Career,Kick.Ret.TDs.Year.1,Kick.Ret.TDs.Year.2,Kick.Ret.TDs.Year.3,Kick.Ret.TDs.Year.4,Kick.Ret.TDs.Year.5,Kick.Ret.TDs.Avg,Kick.Ret.TDs.Career,Total.Touches.Year.1,Total.Touches.Year.2,Total.Touches.Year.3,Total.Touches.Year.4,Total.Touches.Year.5,Total.Touches.Avg,Total.Touches.Career,Total.Yds.Year.1,Total.Yds.Year.2,Total.Yds.Year.3,Total.Yds.Year.4,Total.Yds.Year.5,Total.Yds.Avg,Total.Yds.Career,Total.TDs.Year.1,Total.TDs.Year.2,Total.TDs.Year.3,Total.TDs.Year.4,Total.TDs.Year.5,Total.TDs.Avg,Total.TDs.Career,PPR.Points.Year.1,PPR.Points.Year.2,PPR.Points.Year.3,PPR.Points.Year.4,PPR.Points.Year.5,PPR.Points.First,PPR.Points.Last,PPR.Points.Best,PPR.Points.Avg,PPR.Points.Career,Rec.Long,Rush.Long,YPR.Year.1,YPR.Year.2,YPR.Year.3,YPR.Year.4,YPR.Year.5,YPR.Career,Rush.YPC.Year.1,Rush.YPC.Year.2,Rush.YPC.Year.3,Rush.YPC.Year.4,Rush.YPC.Year.5,Rush.YPC.Career,Rec.MS.Year.1,Rec.MS.Year.2,Rec.MS.Year.3,Rec.MS.Year.4,Rec.MS.Year.5,Rec.MS.First,Rec.MS.Last,Rec.MS.Best,Rec.MS.Avg,Rec.MS.Over.Team.Avg,Rec.MS.Over.Conf.Avg,Rec.Yds.MS.Year.1,Rec.Yds.MS.Year.2,Rec.Yds.MS.Year.3,Rec.Yds.MS.Year.4,Rec.Yds.MS.Year.5,Rec.Yds.MS.First,Rec.Yds.MS.Last,Rec.Yds.MS.Best,Rec.Yds.MS.Avg,Rec.Yds.MS.Over.Team.Avg,Rec.Yds.MS.Over.Conf.Avg,Rec.TD.MS.Year.1,Rec.TD.MS.Year.2,Rec.TD.MS.Year.3,Rec.TD.MS.Year.4,Rec.TD.MS.Year.5,Rec.TD.MS.First,Rec.TD.MS.Last,Rec.TD.MS.Best,Rec.TD.MS.Avg,Rec.TD.MS.Over.Team.Avg,Rec.TD.MS.Over.Conf.Avg,RYPTPA.Year.1,RYPTPA.Year.2,RYPTPA.Year.3,RYPTPA.Year.4,RYPTPA.Year.5,RYPTPA.First,RYPTPA.Last,RYPTPA.Best,RYPTPA.Avg,RYPTPA.Over.Team.Avg,RYPTPA.Over.Conf.Avg,TDPTPA.Year.1,TDPTPA.Year.2,TDPTPA.Year.3,TDPTPA.Year.4,TDPTPA.Year.5,TDPTPA.First,TDPTPA.Last,TDPTPA.Best,TDPTPA.Avg,TDPTPA.Over.Team.Avg,TDPTPA.Over.Conf.Avg,Dominator.Rating.Year.1,Dominator.Rating.Year.2,Dominator.Rating.Year.3,Dominator.Rating.Year.4,Dominator.Rating.Year.5,Dominator.Rating.First,Dominator.Rating.Last,Dominator.Rating.Best,Dominator.Rating.Avg,Dominator.Rating.Over.Team.Avg,Dominator.Rating.Over.Conf.Avg,Scrim.YPP.Year.1,Scrim.YPP.Year.2,Scrim.YPP.Year.3,Scrim.YPP.Year.4,Scrim.YPP.Year.5,Scrim.YPP.First,Scrim.YPP.Last,Scrim.YPP.Best,Scrim.YPP.Avg,Scrim.TDPP.Year.1,Scrim.TDPP.Year.2,Scrim.TDPP.Year.3,Scrim.TDPP.Year.4,Scrim.TDPP.Year.5,Scrim.TDPP.First,Scrim.TDPP.Last,Scrim.TDPP.Best,Scrim.TDPP.Avg,Breakout.Year.20.Pct,Breakout.Year.30.Pct,Avg.EPA.Year.1,Avg.EPA.Year.2,Avg.EPA.Year.3,Avg.EPA.Year.4,Avg.EPA.Year.5,Avg.EPA.Avg,Avg.EPA.Pass.Year.1,Avg.EPA.Pass.Year.2,Avg.EPA.Pass.Year.3,Avg.EPA.Pass.Year.4,Avg.EPA.Pass.Year.5,Avg.EPA.Pass.Avg,Avg.EPA.Rush.Year.1,Avg.EPA.Rush.Year.2,Avg.EPA.Rush.Year.3,Avg.EPA.Rush.Year.4,Avg.EPA.Rush.Year.5,Avg.EPA.Rush.Avg,Avg.EPA.Standard.Down,Avg.EPA.Passing.Down,Avg.EPA.First.Down,Avg.EPA.Second.Down,Avg.EPA.Third.Down,Total.EPA.Year.1,Total.EPA.Year.2,Total.EPA.Year.3,Total.EPA.Year.4,Total.EPA.Year.5,Total.EPA.Avg,Total.EPA.Career,Total.EPA.Pass.Year.1,Total.EPA.Pass.Year.2,Total.EPA.Pass.Year.3,Total.EPA.Pass.Year.4,Total.EPA.Pass.Year.5,Total.EPA.Pass.Avg,Total.EPA.Pass.Career,Total.EPA.Rush.Year.1,Total.EPA.Rush.Year.2,Total.EPA.Rush.Year.3,Total.EPA.Rush.Year.4,Total.EPA.Rush.Year.5,Total.EPA.Rush.Avg,Total.EPA.Rush.Career,Total.EPA.Standard.Down,Total.EPA.Passing.Down,Total.EPA.First.Down,Total.EPA.Second.Down,Total.EPA.Third.Down,SP.Rtg.Off.Year.1,SP.Rtg.Off.Year.2,SP.Rtg.Off.Year.3,SP.Rtg.Off.Year.4,SP.Rtg.Off.Year.5,SP.Rtg.Off.Avg,SP.Rtg.Def.Year.1,SP.Rtg.Def.Year.2,SP.Rtg.Def.Year.3,SP.Rtg.Def.Year.4,SP.Rtg.Def.Year.5,SP.Rtg.Def.Avg,SRS.Rtg.Year.1,SRS.Rtg.Year.2,SRS.Rtg.Year.3,SRS.Rtg.Year.4,SRS.Rtg.Year.5,SRS.Rtg.Avg,Usage.Overall,Usage.Pass,Usage.Rec,Usage.Rush,Recruit.Type,Recruit.Year,Recruit.Ranking,Recruit.Height,Recruit.Weight,Recruit.Position,School.Abbreviation,School.Color,School.Alt.Color,First.Name,Last.Name,Jersey,Home.City,Home.State,Home.Country,Draft.Year,Draft.Round,Draft.Position,name_join,nfl_player_id,nfl_last_name,nfl_player_name,nfl_first_name,nfl_position,nfl_height,nfl_weight,nfl_forty,nfl_bench,nfl_vertical,nfl_broad_jump,nfl_cone,nfl_shuttle,epa_per_play_career,target_share_career,ppr_points_career,ppr_ppg_career,epa_per_play_year_1,target_share_year_1,ppr_points_year_1,ppr_ppg_year_1,epa_per_play_year_2,target_share_year_2,ppr_points_year_2,ppr_ppg_year_2,epa_per_play_first_2,target_share_first_2,ppr_points_first_2,ppr_ppg_first_2,epa_per_play_first_3,target_share_first_3,ppr_points_first_3,ppr_ppg_first_3,epa_per_play_first_4,target_share_first_4,ppr_points_first_4,ppr_ppg_first_4,top_5_finishes,top_12_finishes,top_24_finishes,top_36_finishes,recruit_year
5081999,CJ Donaldson,West Virginia,Big 12,Y,2025,3,0.863,74,240,1,1,7,NA,NA,NA,NA,7,7,10,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,56,56,389,NA,NA,NA,NA,389,389,6,NA,NA,NA,NA,6,6,63,NA,NA,NA,NA,63,63,399,NA,NA,NA,NA,399,399,6,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,63,63,399,NA,NA,NA,NA,399,399,6,NA,NA,NA,NA,6,6,82.9,NA,NA,NA,NA,82.9,82.9,82.9,82.9,82.9,9,82,1.43,NA,NA,NA,NA,1.43,6.95,NA,NA,NA,NA,6.95,0.0464,NA,NA,NA,NA,0.0464,0.0464,0.0464,0.0464,0.0177,3e-4,0.0062,NA,NA,NA,NA,0.0062,0.0062,0.0062,0.0062,-0.0107,-0.0366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0707,0.04,NA,NA,NA,NA,0.04,0.04,NA,0.04,-0.08,-0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0042,0.0031,NA,NA,NA,NA,0.0031,0.0031,NA,NA,0.0012,-7e-4,0.8581,NA,NA,NA,NA,0.86,0.86,0.86,0.8581,0.0129,NA,NA,NA,NA,0.0129,0.0129,0.0129,0.0129,NA,NA,0.32,NA,NA,NA,NA,0.32,-0.47,NA,NA,NA,NA,-0.47,0.43,NA,NA,NA,NA,0.43,0.48,-0.38,0.36,0.03,0.34,19.77,NA,NA,NA,NA,19.77,19.77,-3.26,NA,NA,NA,NA,-3.26,-3.26,23.03,NA,NA,NA,NA,23.03,23.03,23.92,-4.15,8.91,0.62,5.03,31.7,NA,NA,NA,NA,31.7,25.8,NA,NA,NA,NA,25.8,7.1,NA,NA,NA,NA,7.1,0.1312,NA,0.0464,0.2435,HighSchool,2022,938,74,215,TE,WVU,#FFC600,#eaaa00,CJ,Donaldson,12,Miami,FL,USA,NA,NA,NA,cjdonaldson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5083076,Harold Fannin,Bowling Green,Mid-American,N,2025,NA,NA,76,230,1,1,8,NA,NA,NA,NA,8,8,90,NA,NA,NA,NA,90,90,1,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,3,3,26,NA,NA,NA,NA,26,26,2,NA,NA,NA,NA,2,2,11,NA,NA,NA,NA,11,11,116,NA,NA,NA,NA,116,116,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,11,11,116,NA,NA,NA,NA,116,116,3,NA,NA,NA,NA,3,3,37.6,NA,NA,NA,NA,37.6,37.6,37.6,37.6,37.6,23,24,11.25,NA,NA,NA,NA,11.25,8.67,NA,NA,NA,NA,8.67,0.0567,NA,NA,NA,NA,0.0567,0.0567,0.0567,0.0567,NA,0.0097,0.0578,NA,NA,NA,NA,0.0578,0.0578,0.0578,0.0578,0.0069,0.0149,0.0625,NA,NA,NA,NA,0.0625,0.0625,0.0625,0.0625,0.0125,-0.003,0.36,NA,NA,NA,NA,0.36,0.36,NA,0.36,0.05,0.06,0.004,NA,NA,NA,NA,0.004,0.004,NA,0.004,8e-4,6e-4,0.0602,NA,NA,NA,NA,0.0602,0.0602,NA,NA,0.0518,0.0578,0.2382,NA,NA,NA,NA,0.24,0.24,0.24,0.2382,0.0062,NA,NA,NA,NA,0.0062,0.0062,0.0062,0.0062,NA,NA,1.18,NA,NA,NA,NA,1.18,1.06,NA,NA,NA,NA,1.06,1.65,NA,NA,NA,NA,1.65,1.3,0.89,0.78,1.28,1.52,11.8,NA,NA,NA,NA,11.8,11.8,8.51,NA,NA,NA,NA,8.51,8.51,3.29,NA,NA,NA,NA,3.29,3.29,9.12,2.68,2.34,6.42,3.05,19.9,NA,NA,NA,NA,19.9,41.5,NA,NA,NA,NA,41.5,-16.4,NA,NA,NA,NA,-16.4,0.0213,NA,0.0567,0.0128,NA,NA,NA,NA,NA,NA,BGSU,#2b1000,#492000,Harold,Fannin Jr.,44,Canton,OH,USA,NA,NA,NA,haroldfannin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4912052,Justin Joly,Connecticut,FBS Independents,N,2025,NA,NA,75,228,1,1,12,NA,NA,NA,NA,12,12,130,NA,NA,NA,NA,130,130,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,12,130,NA,NA,NA,NA,130,130,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,12,130,NA,NA,NA,NA,130,130,1,NA,NA,NA,NA,1,1,31,NA,NA,NA,NA,31,31,31,31,31,39,NA,10.83,NA,NA,NA,NA,10.83,NA,NA,NA,NA,NA,NA,0.1212,NA,NA,NA,NA,0.1212,0.1212,0.1212,0.1212,0.0707,0.0699,0.1576,NA,NA,NA,NA,0.1576,0.1576,0.1576,0.1576,0.0997,0.1148,0.125,NA,NA,NA,NA,0.125,0.125,0.125,0.125,0.0625,0.0505,0.77,NA,NA,NA,NA,0.77,0.77,NA,0.77,0.49,0.49,0.006,NA,NA,NA,NA,0.006,0.006,NA,0.006,0.003,0.0023,0.1413,NA,NA,NA,NA,0.1413,0.1413,NA,NA,0.1293,0.136,0.2621,NA,NA,NA,NA,0.26,0.26,0.26,0.2621,0.002,NA,NA,NA,NA,0.002,0.002,0.002,0.002,NA,NA,1.19,NA,NA,NA,NA,1.19,1.19,NA,NA,NA,NA,1.19,NA,NA,NA,NA,NA,NA,0.63,1.75,0.01,0.92,1.85,16.7,NA,NA,NA,NA,16.7,16.7,16.7,NA,NA,NA,NA,16.7,16.7,NA,NA,NA,NA,NA,NA,NA,4.42,12.28,0.05,3.7,12.96,15.6,NA,NA,NA,NA,15.6,35.4,NA,NA,NA,NA,35.4,-13.8,NA,NA,NA,NA,-13.8,0.023,NA,0.1212,NA,NA,NA,NA,NA,NA,NA,CONN,#001d40,#f1f2f3,Justin,Joly,17,Brewster,NY,USA,NA,NA,NA,justinjoly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4702913,R.J. Maryland,SMU,American Athletic,N,2025,4,0.8978,76,217,1,1,10,NA,NA,NA,NA,10,10,134,NA,NA,NA,NA,134,134,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,10,10,134,NA,NA,NA,NA,134,134,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,10,10,134,NA,NA,NA,NA,134,134,1,NA,NA,NA,NA,1,1,29.4,NA,NA,NA,NA,29.4,29.4,29.4,29.4,29.4,51,NA,13.4,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,0.0641,NA,NA,NA,NA,0.0641,0.0641,0.0641,0.0641,0.0372,0.0228,0.0635,NA,NA,NA,NA,0.0635,0.0635,0.0635,0.0635,0.04,0.0283,0.0667,NA,NA,NA,NA,0.0667,0.0667,0.0667,0.0667,0.04,0.0122,0.53,NA,NA,NA,NA,0.53,0.53,NA,0.53,0.33,0.24,0.0039,NA,NA,NA,NA,0.0039,0.0039,NA,0.0039,0.0023,7e-4,0.0651,NA,NA,NA,NA,0.0651,0.0651,NA,NA,0.0605,0.0626,0.2998,NA,NA,NA,NA,0.3,0.3,0.3,0.2998,0.0022,NA,NA,NA,NA,0.0022,0.0022,0.0022,0.0022,NA,NA,1.15,NA,NA,NA,NA,1.15,1.15,NA,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,1.07,1.23,0.58,0.84,2.18,12.59,NA,NA,NA,NA,12.59,12.59,12.59,NA,NA,NA,NA,12.59,12.59,NA,NA,NA,NA,NA,NA,NA,6.44,6.15,2.3,3.37,4.36,35.5,NA,NA,NA,NA,35.5,29.9,NA,NA,NA,NA,29.9,3.7,NA,NA,NA,NA,3.7,0.0215,NA,0.0641,NA,HighSchool,2022,348,75,205,TE,SMU,#E32F38,#ecdcb9,RJ,Maryland,82,Southlake,TX,USA,NA,NA,NA,rjmaryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4808766,Mason Taylor,LSU,SEC,Y,2025,3,0.885,77,245,1,1,16,NA,NA,NA,NA,16,16,134,NA,NA,NA,NA,134,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,16,16,134,NA,NA,NA,NA,134,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,16,16,134,NA,NA,NA,NA,134,134,NA,NA,NA,NA,NA,NA,NA,29.4,NA,NA,NA,NA,29.4,29.4,29.4,29.4,29.4,17,NA,8.38,NA,NA,NA,NA,8.38,NA,NA,NA,NA,NA,NA,0.0952,NA,NA,NA,NA,0.0952,0.0952,0.0952,0.0952,0.0515,0.0455,0.071,NA,NA,NA,NA,0.071,0.071,0.071,0.071,0.0358,0.0248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0507,0.54,NA,NA,NA,NA,0.54,0.54,NA,0.54,0.27,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0029,0.0355,NA,NA,NA,NA,0.0355,0.0355,NA,NA,0.0305,0.0331,0.2638,NA,NA,NA,NA,0.26,0.26,0.26,0.2638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,0.38,0.38,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,0.35,0.46,0.26,-0.11,0.94,7.27,NA,NA,NA,NA,7.27,7.27,7.27,NA,NA,NA,NA,7.27,7.27,NA,NA,NA,NA,NA,NA,NA,4.53,2.74,2.92,-0.33,4.68,31.8,NA,NA,NA,NA,31.8,19.1,NA,NA,NA,NA,19.1,11.3,NA,NA,NA,NA,11.3,0.0302,NA,0.0952,NA,HighSchool,2022,492,76,230,TE,LSU,#fdd023,#2b0d57,Mason,Taylor,86,Plantation,FL,USA,NA,NA,NA,masontaylor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5086240,Donovan Green,Texas A&M,SEC,Y,2025,4,0.9554,76,235,1,1,9,NA,NA,NA,NA,9,9,107,NA,NA,NA,NA,107,107,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,9,9,107,NA,NA,NA,NA,107,107,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,9,9,107,NA,NA,NA,NA,107,107,1,NA,NA,NA,NA,1,1,25.700000000000003,NA,NA,NA,NA,25.7,25.7,25.7,25.700000000000003,25.700000000000003,26,NA,11.89,NA,NA,NA,NA,11.89,NA,NA,NA,NA,NA,NA,0.0841,NA,NA,NA,NA,0.0841,0.0841,0.0841,0.0841,0.0374,0.0344,0.0836,NA,NA,NA,NA,0.0836,0.0836,0.0836,0.0836,0.041,0.0374,0.125,NA,NA,NA,NA,0.125,0.125,0.125,0.125,0.0625,0.0743,0.59,NA,NA,NA,NA,0.59,0.59,NA,0.59,0.29,0.21,0.0055,NA,NA,NA,NA,0.0055,0.0055,NA,0.0055,0.0028,0.0026,0.1043,NA,NA,NA,NA,0.1043,0.1043,NA,NA,0.0893,0.1019,0.3023,NA,NA,NA,NA,0.3,0.3,0.3,0.3023,0.0028,NA,NA,NA,NA,0.0028,0.0028,0.0028,0.0028,NA,NA,0.99,NA,NA,NA,NA,0.99,0.99,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,0.97,1.01,1.1,0.13,2.49,9.88,NA,NA,NA,NA,9.88,9.88,9.88,NA,NA,NA,NA,9.88,9.88,NA,NA,NA,NA,NA,NA,NA,5.85,4.04,3.3,0.52,4.98,27.9,NA,NA,NA,NA,27.9,15.8,NA,NA,NA,NA,15.8,4.8,NA,NA,NA,NA,4.8,0.0238,NA,0.0841,NA,HighSchool,2022,105,76,235,TE,TA&M,#5C0025,#ffffff,Donovan,Green,18,Dickinson,TX,USA,NA,NA,NA,donovangreen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4838696,Dae'Quan Wright,Virginia Tech,ACC,Y,2025,3,0.8756,76,231,1,1,12,NA,NA,NA,NA,12,12,115,NA,NA,NA,NA,115,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,12,115,NA,NA,NA,NA,115,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,12,115,NA,NA,NA,NA,115,115,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,21.5,21.5,21.5,21.5,21.5,27,NA,9.58,NA,NA,NA,NA,9.58,NA,NA,NA,NA,NA,NA,0.0816,NA,NA,NA,NA,0.0816,0.0816,0.0816,0.0816,0.0306,0.0373,0.0768,NA,NA,NA,NA,0.0768,0.0768,0.0768,0.0768,0.0356,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0488,0.46,NA,NA,NA,NA,0.46,0.46,NA,0.46,0.21,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0024,0.0384,NA,NA,NA,NA,0.0384,0.0384,NA,NA,0.0343,0.0367,0.2361,NA,NA,NA,NA,0.24,0.24,0.24,0.2361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,0.65,0.65,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,0.62,0.69,0.65,-0.14,0.78,7.78,NA,NA,NA,NA,7.78,7.78,7.78,NA,NA,NA,NA,7.78,7.78,NA,NA,NA,NA,NA,NA,NA,4.31,3.47,3.24,-0.14,4.68,17.7,NA,NA,NA,NA,17.7,24.1,NA,NA,NA,NA,24.1,-11.4,NA,NA,NA,NA,-11.4,0.0232,NA,0.0816,NA,HighSchool,2022,649,76,230,TE,VT,#74232D,#c2c1ba,Dae'Quan,Wright,13,Perry,GA,USA,NA,NA,NA,daequanwright,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
